,,0
Region: Africa,Region: North America,-0.2550769005971155
Time span: Start,Geography: Africa North ,-0.2545234443067196
enforcement_mechanisms_include_litigation,access_mechanisms_include_gerontocracy,-0.25231133333099187
Time span: End,Time span: Duration,-0.2520268336765037
decision_making_mechanisms_include_deliberation,Region: Middle East,-0.25057915049149637
Time span: End,decision_making_mechanisms_include_autocratic_leader_unbound,-0.247551326428405
access_mechanisms_include_female_participation,Region: Middle East,-0.24657232710468585
Time span: End,decision_making_mechanisms_include_magistrate_official,-0.24526263579465782
is_SCCS,access_mechanisms_include_dreaming,-0.24463066007040157
Time span: Start,access_mechanisms_include_age_boundaries,-0.2445915877631784
access_mechanisms_include_heredity,decision_making_mechanisms_include_voting,-0.24333254538396448
Time span: End,decision_making_mechanisms_include_temporary_position_of_power_term_limits,-0.24275712990106027
decision_making_mechanisms_include_delegation,"Size: 10,001 - 100,000",-0.24228530288944086
is_SCCS,Time span: Duration,-0.24201949876300466
decision_making_mechanisms_include_magistrate_official,Geography: Asia Southeast ,-0.24121688641361066
is_SCCS,"Size: 10,000,000+",-0.24117648059919355
decision_making_mechanisms_include_council_local,decision_making_mechanisms_include_temporary_position_of_power_term_limits,-0.23885320214830316
enforcement_mechanisms_include_criticism_mocking_joking,"Size: 10,001 - 100,000",-0.23721983429027474
Time span: End,decision_making_mechanisms_include_ratification_acclamation_only,-0.23563248060230985
decision_making_mechanisms_include_magistrate_official,access_mechanisms_include_matrilineality,-0.2345577440237794
is_SCCS,access_mechanisms_include_blood_relations,-0.2342620637114083
access_mechanisms_include_female_participation,"Size: 1,001 - 10,000",-0.23378480230435378
enforcement_mechanisms_include_capital_punishment,decision_making_mechanisms_include_representation,-0.23369466002494166
decision_making_mechanisms_include_assembly_central,Region: North America,-0.2333852571946313
Time span: Start,"Size: 100,001 - 1,000,000",-0.23272245174602244
Time span: End,enforcement_mechanisms_include_litigation,-0.23249909206831273
decision_making_mechanisms_include_assembly_central,"Size: 1,001 - 10,000",-0.23207622350935306
decision_making_mechanisms_include_deliberation,decision_making_mechanisms_include_remunerated_position,-0.23127847047942457
Time span: Start,decision_making_mechanisms_include_assembly_local,-0.23076476754078296
access_mechanisms_include_meritocracy,enforcement_mechanisms_include_paying_damages_compensation,-0.23047643441877202
access_mechanisms_include_life_appointment,decision_making_mechanisms_include_consultation,-0.2299428802226487
access_mechanisms_include_female_participation,Geography: Middle East,-0.22985241992649796
Time span: Start,"Size: 10,001 - 100,000",-0.22768549463093393
access_mechanisms_include_heredity,decision_making_mechanisms_include_deliberation,-0.22676763416037754
decision_making_mechanisms_include_constitution,access_mechanisms_include_gerontocracy,-0.22667529275504725
is_SCCS,decision_making_mechanisms_include_autocratic_leader_unbound,-0.22646787436721041
decision_making_mechanisms_include_council_central_,"Size: 10,000,000+",-0.22641849168566805
access_mechanisms_include_female_participation,enforcement_mechanisms_include_mediation,-0.2261642120842061
decision_making_mechanisms_include_consultation,decision_making_mechanisms_include_checks_and_balances,-0.22554727258905216
access_mechanisms_include_blood_relations,decision_making_mechanisms_include_deliberation,-0.2254206872962289
access_mechanisms_include_matrilineality,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.22423107697747574
Time span: Start,decision_making_mechanisms_include_consultation,-0.22384849432625997
access_mechanisms_include_meritocracy,Geography: Africa North,-0.22299451859284602
access_mechanisms_include_meritocracy,enforcement_mechanisms_include_forced_labour,-0.22299451859284602
decision_making_mechanisms_include_petition,access_mechanisms_include_meritocracy,-0.222994518592846
decision_making_mechanisms_include_bureaucracy,access_mechanisms_include_meritocracy,-0.222994518592846
enforcement_mechanisms_include_paying_damages_compensation,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.22255385107029269
"Size: 10,001 - 100,000",Geography: Africa,-0.22217381973164865
Time span: Start,decision_making_mechanisms_include_consent,-0.22152602529611037
decision_making_mechanisms_include_magistrate_official,decision_making_mechanisms_include_vote_by_proxy,-0.22140292305051026
access_mechanisms_include_life_appointment,"Size: 10,001 - 100,000",-0.2199711451729808
Time span: End,decision_making_mechanisms_include_assembly_local,-0.21962578945043001
access_mechanisms_include_meritocracy,Size: Unknown,-0.21901912812552474
enforcement_mechanisms_include_police,Region: Asia,-0.21808504658229194
decision_making_mechanisms_include_deliberation,Size: Unknown,-0.21796988459423886
decision_making_mechanisms_include_consensus,access_mechanisms_include_divine_right,-0.21744857649757068
access_mechanisms_include_payment_for_occupying_office,access_mechanisms_include_gerontocracy,-0.21736960391329016
enforcement_mechanisms_include_jury_judge,Geography: North America,-0.2171302536342633
access_mechanisms_include_meritocracy,enforcement_mechanisms_include_jury_judge,-0.21698723329649527
decision_making_mechanisms_include_leader_first_among_equals,decision_making_mechanisms_include_council_central_,-0.2168139937117537
decision_making_mechanisms_include_magistrate_official,decision_making_mechanisms_include_constitution,-0.21675091400792043
Region: Africa,Region: Asia,-0.21655753818575518
decision_making_mechanisms_include_consensus,Geography: Africa,-0.2162899611019019
Geography: North America,Region: Africa,-0.21628583402368534
decision_making_mechanisms_include_unanimity,Region: Asia,-0.21533994965589937
decision_making_mechanisms_include_autocratic_leader_chief_bound,enforcement_mechanisms_include_forced_labour,-0.21532912466977008
decision_making_mechanisms_include_bureaucracy,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.21532912466977008
decision_making_mechanisms_include_autocratic_leader_chief_bound,Geography: Africa North,-0.21532912466977008
decision_making_mechanisms_include_petition,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.21532912466977008
access_mechanisms_include_life_appointment,Region: Asia,-0.2150533554393895
access_mechanisms_include_matriarchy,"Size: 1,001 - 10,000",-0.21487220387604594
is_SCCS,decision_making_mechanisms_include_leader_first_among_equals,-0.21463163721124856
decision_making_mechanisms_include_council_local,decision_making_mechanisms_include_word_of_mouth,-0.21422732590708118
enforcement_mechanisms_include_corporal_punishment_violence_against_perpetrator,Region: Asia,-0.21344502902391976
access_mechanisms_include_female_participation,access_mechanisms_include_induction_rite_ceremony,-0.21322299146725765
Time span: End,access_mechanisms_include_blood_relations,-0.2131712553949844
Time span: Start,access_mechanisms_include_patronage_for_office,-0.21239139594930234
"Size: 1,001 - 10,000",Time span: Duration,-0.21236044996198658
Time span: End,decision_making_mechanisms_include_remunerated_position,-0.21141553346641134
access_mechanisms_include_female_participation,Region: Asia,-0.2111820314422854
is_SCCS,decision_making_mechanisms_include_balance_of_power,-0.21117303296437367
access_mechanisms_include_heredity,"Geography: Africa West, Mid-western Nigeria",-0.2111063386273413
access_mechanisms_include_heredity,decision_making_mechanisms_include_lobbying,-0.2111063386273413
access_mechanisms_include_gerontocracy,Geography: Africa North,-0.21077786008591698
decision_making_mechanisms_include_petition,access_mechanisms_include_gerontocracy,-0.21077786008591698
access_mechanisms_include_gerontocracy,enforcement_mechanisms_include_forced_labour,-0.21077786008591698
decision_making_mechanisms_include_bureaucracy,access_mechanisms_include_gerontocracy,-0.21077786008591698
decision_making_mechanisms_include_frequent_and_or_regular_meetings,decision_making_mechanisms_include_magistrate_official,-0.21075409264682604
decision_making_mechanisms_include_checks_and_balances,Geography: North America,-0.21067771813254604
decision_making_mechanisms_include_confederacy,Region: Asia,-0.2097160668185208
"Size: 10,001 - 100,000","Size: 1,000,001 - 10,000,000",-0.20789525023298644
enforcement_mechanisms_include_fines,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.2074724962982138
Time span: Start,decision_making_cgis_include_assembly_central,-0.20721450922679058
enforcement_mechanisms_include_self-help,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.20692117673037988
decision_making_mechanisms_include_assembly_central,decision_making_mechanisms_include_deliberation,-0.20691960418214692
decision_making_mechanisms_include_autocratic_leader_unbound,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.20656275607137722
decision_making_mechanisms_include_balance_of_power,decision_making_mechanisms_include_deliberation,-0.20615686977084516
enforcement_mechanisms_include_criticism_mocking_joking,Time span: Duration,-0.20606924096041912
is_SCCS,enforcement_mechanisms_include_paying_damages_compensation,-0.20452747413766134
Time span: End,"Geography: Asia, China",-0.20409370636364677
is_SCCS,access_mechanisms_include_payment_for_occupying_office,-0.20407656665598267
enforcement_mechanisms_include_fines,"Size: 10,001 - 100,000",-0.20391534577221607
Time span: Start,Region: Africa,-0.20385999302164495
decision_making_mechanisms_include_council_local,access_mechanisms_include_blood_relations,-0.20331279472454203
access_mechanisms_include_gerontocracy,"Size: 10,000,000+",-0.2032206512131818
Region: Middle East,Region: North America,-0.20253053982244232
Time span: End,decision_making_mechanisms_include_mandate,-0.2020958284656989
Time span: End,"Geography: Middle East, Mesopotamia, Babylonia",-0.2020958284656989
"Size: 1,001 - 10,000",Region: Middle East,-0.20139456704458983
decision_making_mechanisms_include_veto,decision_making_mechanisms_include_deliberation,-0.2000219812697333
Time span: Start,"Geography: Middle East, Mesopotamia, Babylonia",-0.1995215874829138
Time span: Start,decision_making_mechanisms_include_mandate,-0.1995215874829138
access_mechanisms_include_payment_for_occupying_office,decision_making_mechanisms_include_deliberation,-0.19922897154428051
"Size: 100 - 1,000","Size: 10,001 - 100,000",-0.19865419098262918
access_mechanisms_include_heredity,decision_making_mechanisms_include_board_committee,-0.1981285368446511
decision_making_mechanisms_include_council_central_,decision_making_mechanisms_include_assembly_local,-0.19792788555351656
decision_making_mechanisms_include_assembly_central,Geography: North America,-0.19789296828920297
is_SCCS,enforcement_mechanisms_include_forced_labour,-0.19788793483097977
is_SCCS,Geography: Africa North,-0.19788793483097977
is_SCCS,decision_making_mechanisms_include_petition,-0.19788793483097977
is_SCCS,decision_making_mechanisms_include_bureaucracy,-0.19788793483097977
is_SCCS,Geography: Asia Southeast,-0.19782983953025654
decision_making_mechanisms_include_magistrate_official,"Geography: Asia Southeast, Bali",-0.19746700959702732
enforcement_mechanisms_include_mediation,Geography: North America,-0.19729929213085257
decision_making_mechanisms_include_council_central_,enforcement_mechanisms_include_jury_judge,-0.19686177513839978
decision_making_mechanisms_include_representation,"Size: 10,001 - 100,000",-0.19536559842754658
Time span: Start,enforcement_cgis_include_jury_judge,-0.1951964681393177
enforcement_mechanisms_include_arbitration,decision_making_mechanisms_include_council_central_,-0.19514106531749928
access_mechanisms_include_gerontocracy,"Size: 100,001 - 1,000,000",-0.1950389332809995
Time span: Start,Geography: Middle East MENA,-0.19412145907964506
decision_making_mechanisms_include_gathering,decision_making_mechanisms_include_council_central_,-0.19342998284236543
"Size: 10,001 - 100,000",Size: Unknown,-0.19332627357787383
access_mechanisms_include_heredity,decision_making_cgis_include_gathering,-0.19317039774978628
access_mechanisms_include_heredity,enforcement_mechanisms_include_tribunal_court_,-0.1930506606170783
decision_making_mechanisms_include_autocratic_leader_unbound,"Size: 10,001 - 100,000",-0.19274726068473877
Geography: Africa,Region: North America,-0.19240838337346866
decision_making_mechanisms_include_representation,Region: Central America,-0.1920854962259396
Region: North America,Time span: Duration,-0.1918057640716909
decision_making_mechanisms_include_council_local,decision_making_mechanisms_include_voting,-0.1914148902562081
enforcement_mechanisms_include_appeal,decision_making_mechanisms_include_consensus,-0.19119723892621598
decision_making_mechanisms_include_council_local,Geography: Asia Southeast ,-0.190984300780981
access_mechanisms_include_election,enforcement_mechanisms_include_jury_judge,-0.19060794584814428
Geography: Middle East,Region: North America,-0.1887970772464014
decision_making_mechanisms_include_public_meetings,enforcement_mechanisms_include_police,-0.1882344537260125
"Size: 1,001 - 10,000",Geography: Middle East,-0.1877381340347847
Geography: North America,Time span: Duration,-0.18760602608597596
decision_making_mechanisms_include_consent,Region: Asia,-0.18680036902532382
decision_making_mechanisms_include_council_local,"Size: 100,001 - 1,000,000",-0.18631506778941284
access_mechanisms_include_child_participation,Time span: Duration,-0.18578367576102
decision_making_mechanisms_include_council_central_,Geography: Africa North,-0.18577884384043036
decision_making_mechanisms_include_council_central_,decision_making_mechanisms_include_petition,-0.18577884384043036
decision_making_mechanisms_include_council_central_,enforcement_mechanisms_include_forced_labour,-0.18577884384043036
decision_making_mechanisms_include_bureaucracy,decision_making_mechanisms_include_council_central_,-0.18577884384043028
decision_making_mechanisms_include_council_central_,Geography: Asia Southeast,-0.18572430348752766
enforcement_mechanisms_include_capital_punishment,decision_making_mechanisms_include_council_local,-0.18570431040587562
Time span: End,access_mechanisms_include_age_boundaries,-0.18566945002981583
access_mechanisms_include_heredity,"Geography: Africa North, Algeria",-0.18565161841638253
access_mechanisms_include_heredity,decision_making_mechanisms_include_majority_voting,-0.18565161841638228
access_mechanisms_include_heredity,Geography: Asia Central,-0.1856516184163738
access_mechanisms_include_heredity,"Size: 100,001 - 1,000,000",-0.18497042658169596
enforcement_mechanisms_include_arbitration,Geography: North America,-0.18462249116358997
decision_making_mechanisms_include_magistrate_official,decision_making_mechanisms_include_majority_voting,-0.18445239453035536
decision_making_mechanisms_include_autocratic_leader_chief_bound,Region: Africa,-0.1841308508783282
access_mechanisms_include_female_participation,"Size: 10,000,000+",-0.18405784918514298
decision_making_mechanisms_include_magistrate_official,enforcement_mechanisms_include_criticism_mocking_joking,-0.18402242409282674
decision_making_mechanisms_include_council_local,enforcement_mechanisms_include_negotiation,-0.18375054906152893
access_mechanisms_include_gerontocracy,enforcement_mechanisms_include_paying_damages_compensation,-0.18325707400479316
Time span: Start,decision_making_mechanisms_include_ratification_acclamation_only,-0.18285868124026514
decision_making_mechanisms_include_public_meetings,decision_making_mechanisms_include_checks_and_balances,-0.18206944385761661
enforcement_mechanisms_include_self-help,decision_making_mechanisms_include_magistrate_official,-0.18198048618654125
decision_making_mechanisms_include_deliberation,"Size: 10,000,000+",-0.18181054780407366
Time span: End,enforcement_cgis_include_jury_judge,-0.1814250047310274
decision_making_mechanisms_include_assembly_elite,"Size: 10,001 - 100,000",-0.18118688944250522
is_SCCS,Geography: Asia Southeast ,-0.18117189819124757
decision_making_mechanisms_include_public_meetings,decision_making_mechanisms_include_confederacy,-0.18101098582316813
access_mechanisms_include_female_participation,access_mechanisms_include_election,-0.18100373379105136
decision_making_mechanisms_include_vote_by_proxy,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.18094639550582048
Time span: End,enforcement_mechanisms_include_tribunal_court_,-0.18092662424119965
decision_making_mechanisms_include_constitution,"Size: 1,001 - 10,000",-0.18074732237189195
"Size: 1,000,001 - 10,000,000",Region: North America,-0.18004276586983325
decision_making_mechanisms_include_president_consul_chief_executive,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.17943520466183488
access_mechanisms_include_popularity_,Region: Asia,-0.17937130127102127
decision_making_mechanisms_include_assembly_elite,Region: North America,-0.1791660609377604
"Size: 1,001 - 10,000","Size: 1,000,001 - 10,000,000",-0.17903292468214527
Time span: End,Geography: Africa North ,-0.1783910477492453
decision_making_mechanisms_include_assembly_elite,"Size: 1,001 - 10,000",-0.17816113709704573
access_mechanisms_include_child_participation,"Size: 1,001 - 10,000",-0.17806548103484235
access_mechanisms_include_meritocracy,Region: Middle East,-0.17803807372021288
access_mechanisms_include_meritocracy,Region: Africa,-0.17798724687109
decision_making_mechanisms_include_delegation,Geography: North America,-0.17791604822300128
decision_making_mechanisms_include_assembly_local,enforcement_mechanisms_include_jury_judge,-0.17758230710519912
"Size: 100 - 1,000",Time span: Duration,-0.1775041571634382
decision_making_mechanisms_include_council_central_,decision_making_mechanisms_include_public_meetings,-0.17718118901619537
access_mechanisms_include_dreaming,decision_making_mechanisms_include_deliberation,-0.1771765340202134
decision_making_mechanisms_include_ratification_acclamation_only,"Size: 1,001 - 10,000",-0.17716070284329422
decision_making_mechanisms_include_council_central_,decision_making_mechanisms_include_ratification_acclamation_only,-0.17712298750283084
access_mechanisms_include_meritocracy,enforcement_mechanisms_include_suspension_expulsion_ostracism_proscription,-0.17702919286885566
decision_making_mechanisms_include_deliberation,Geography: Asia Southeast ,-0.176868376123816
decision_making_mechanisms_include_kingchief-as-figurehead,decision_making_mechanisms_include_deliberation,-0.1767992662157924
decision_making_mechanisms_include_consensus,Region: Africa,-0.1766695774563988
enforcement_mechanisms_include_fines,Region: North America,-0.17659606371472447
access_mechanisms_include_heredity,Region: Africa,-0.1765917136508069
Time span: Start,enforcement_mechanisms_include_suspension_expulsion_ostracism_proscription,-0.1760437155636923
enforcement_mechanisms_include_fines,"Size: 1,001 - 10,000",-0.1756055547217022
access_mechanisms_include_meritocracy,decision_making_mechanisms_include_delegation,-0.17540206378941622
access_mechanisms_include_female_participation,enforcement_mechanisms_include_jury_judge,-0.17534034532895135
enforcement_mechanisms_include_seizing_of_property,decision_making_mechanisms_include_representation,-0.17531528100766636
decision_making_mechanisms_include_council_local,decision_making_mechanisms_include_vote_by_proxy,-0.17529652703153856
Time span: Start,"Size: 1,000,001 - 10,000,000",-0.1747281628116948
"Size: 10,001 - 100,000","Size: 10,000,000+",-0.1745699229085038
enforcement_mechanisms_include_corporal_punishment_violence_against_perpetrator,decision_making_mechanisms_include_assembly_local,-0.17434928430114113
is_SCCS,decision_making_mechanisms_include_remunerated_position,-0.17380670356617375
decision_making_mechanisms_include_assembly_central,decision_making_mechanisms_include_frequent_and_or_regular_meetings,-0.17374006551553706
access_mechanisms_include_heredity,enforcement_mechanisms_include_negotiation,-0.17367191983757577
enforcement_mechanisms_include_criticism_mocking_joking,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.17299945165814853
access_mechanisms_include_dreaming,decision_making_mechanisms_include_consensus,-0.17238077730539023
Region: Asia,Region: Middle East,-0.1719462444804228
Geography: North America,Region: Middle East,-0.17173051192883879
access_mechanisms_include_heredity,"Geography: Oceania, Kiribati",-0.17163774465572193
access_mechanisms_include_heredity,enforcement_mechanisms_include_destruction_of_property,-0.171550062338273
enforcement_mechanisms_include_litigation,"Size: 10,001 - 100,000",-0.17146107826332085
enforcement_mechanisms_include_judicial_review,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.1714168134364468
decision_making_mechanisms_include_agenda_setting,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.1714168134364468
decision_making_mechanisms_include_lobbying,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.17141681343644255
decision_making_mechanisms_include_autocratic_leader_chief_bound,"Geography: Africa West, Mid-western Nigeria",-0.17141681343644252
decision_making_mechanisms_include_confederacy,decision_making_mechanisms_include_assembly_local,-0.17130333896022423
"Size: 100 - 1,000","Size: 1,001 - 10,000",-0.17107481182050735
decision_making_mechanisms_include_temporary_position_of_power_term_limits,decision_making_mechanisms_include_deliberation,-0.17077607782590865
decision_making_mechanisms_include_magistrate_official,decision_making_mechanisms_include_plurality_voting,-0.17052904393503593
decision_making_mechanisms_include_assembly_central,access_mechanisms_include_female_participation,-0.17048105986840448
decision_making_mechanisms_include_magistrate_official,enforcement_mechanisms_include_destruction_of_property,-0.17044192800494345
decision_making_mechanisms_include_council_central_,decision_making_mechanisms_include_autocratic_leader_unbound,-0.17015140138593063
enforcement_mechanisms_include_appeal,Region: North America,-0.17008626502980365
access_mechanisms_include_life_appointment,enforcement_mechanisms_include_jury_judge,-0.17007333235624414
access_mechanisms_include_gerontocracy,Region: Asia,-0.1697186770697576
access_mechanisms_include_life_appointment,Region: Africa,-0.16941191712426182
enforcement_mechanisms_include_self-help,decision_making_mechanisms_include_representation,-0.16915026886436474
enforcement_mechanisms_include_appeal,"Size: 1,001 - 10,000",-0.16913226882197327
Time span: End,access_mechanisms_include_heredity,-0.16897111690480165
decision_making_mechanisms_include_council_central_,Region: Oceania,-0.16890828919712916
decision_making_mechanisms_include_consultation,access_mechanisms_include_open_political_unit,-0.16859160812433893
decision_making_mechanisms_include_kingchief-as-figurehead,enforcement_mechanisms_include_police,-0.16837032519410688
decision_making_mechanisms_include_council_central_,enforcement_mechanisms_include_paying_damages_compensation,-0.16815110506545206
decision_making_mechanisms_include_kingchief-as-figurehead,enforcement_mechanisms_include_jury_judge,-0.1678437724640614
enforcement_mechanisms_include_judicial_review,access_mechanisms_include_gerontocracy,-0.1677936933719098
decision_making_mechanisms_include_agenda_setting,access_mechanisms_include_gerontocracy,-0.1677936933719098
Size: Unknown,Region: North America,-0.1674256481149062
access_mechanisms_include_meritocracy,"Geography: Asia Southeast, Bali",-0.16712928229436397
enforcement_mechanisms_include_litigation,decision_making_mechanisms_include_consensus,-0.1669202518679164
enforcement_mechanisms_include_suspension_expulsion_ostracism_proscription,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.16666559042144324
access_mechanisms_include_meritocracy,access_mechanisms_include_blood_relations,-0.16659526726028343
decision_making_mechanisms_include_temporary_position_of_power_term_limits,decision_making_mechanisms_include_representation,-0.16651263738350677
"Size: 1,001 - 10,000",Size: Unknown,-0.16648657503121433
is_SCCS,decision_making_mechanisms_include_vote_by_proxy,-0.1662901318001938
decision_making_mechanisms_include_council_local,"Geography: Africa West, Mid-western Nigeria",-0.1660644965390041
decision_making_mechanisms_include_council_local,decision_making_mechanisms_include_lobbying,-0.1660644965390041
access_mechanisms_include_patronage_for_office,Region: North America,-0.16588043630662885
decision_making_mechanisms_include_confederacy,enforcement_mechanisms_include_jury_judge,-0.16585237770225345
decision_making_mechanisms_include_council_local,Region: South America,-0.16533247631308143
decision_making_mechanisms_include_checks_and_balances,decision_making_mechanisms_include_unanimity,-0.16523911922385232
