,,0
decision_making_mechanisms_include_president_consul_chief_executive,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.24695403874004127
Time span: Start,access_mechanisms_include_blood_relations,-0.24608847925420557
Time span: Start,access_mechanisms_include_age_boundaries,-0.24404525844132718
Time span: Start,access_mechanisms_include_property_requirement,-0.24397621155299878
Time span: Start,access_mechanisms_include_lottery_random_selection,-0.2428534273801043
Time span: Start,decision_making_mechanisms_include_veto,-0.2419499079671032
Time span: End,decision_making_mechanisms_include_secret_ballot,-0.2410943730043105
Time span: End,decision_making_mechanisms_include_vote_by_show_of_hands,-0.2410943730043105
Time span: End,enforcement_mechanisms_include_paying_damages_compensation,-0.2395660365183483
decision_making_mechanisms_include_council_local,decision_making_mechanisms_include_temporary_position_of_power_term_limits,-0.23922712697664808
decision_making_mechanisms_include_leader_first_among_equals,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.23797983216234878
Time span: End,decision_making_mechanisms_include_turnover_rotation,-0.23711241594990828
Time span: Start,decision_making_mechanisms_include_remunerated_position,-0.23687470928529247
access_mechanisms_include_gerontocracy,"Size: 10,001 - 100,000",-0.23639814492774142
Time span: Start,decision_making_mechanisms_include_ratification_acclamation_only,-0.23613672976824318
decision_making_mechanisms_include_assembly_central,access_mechanisms_include_female_participation,-0.23542903115773625
Geography: North America,Time span: Duration,-0.23433017208118567
Time span: End,access_mechanisms_include_election,-0.23420619458842484
Time span: End,"Geography: Middle East, Mesopotamia, Babylonia",-0.2333771646493378
Time span: End,decision_making_mechanisms_include_mandate,-0.2333771646493378
decision_making_mechanisms_include_autocratic_leader_chief_bound,Region: Europe,-0.2333461404988795
Time span: End,access_mechanisms_include_enfranchisement,-0.23181380923666853
Time span: Start,decision_making_mechanisms_include_majority_voting,-0.23066241529672354
Time span: End,decision_making_mechanisms_include_remunerated_position,-0.23054156521314087
access_mechanisms_include_meritocracy,Time span: Duration,-0.2289705743766226
Time span: End,enforcement_mechanisms_include_scrutiny_of_officials,-0.22873019089959143
Time span: End,Geography: Europe South,-0.228228953940155
Time span: End,decision_making_mechanisms_include_board_committee,-0.2272387746624784
Time span: End,access_mechanisms_include_age_boundaries,-0.22652763417512503
decision_making_mechanisms_include_council_central_,Region: Asia,-0.2264023235417826
Time span: Start,"Size: 10,001 - 100,000",-0.22592457927431278
Time span: Start,enforcement_mechanisms_include_forced_labour,-0.22562890116287115
Time span: End,decision_making_mechanisms_include_veto,-0.22495143027735848
decision_making_mechanisms_include_council_local,decision_making_mechanisms_include_assembly_central,-0.2239220050161344
access_mechanisms_include_matriarchy,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.2237815338667565
Time span: Start,Geography: Middle East,-0.22364001534871822
Time span: End,"Size: 100,001 - 1,000,000",-0.22255817248982385
decision_making_mechanisms_include_assembly_central,Region: North America,-0.2213917454342899
decision_making_mechanisms_include_autocratic_leader_chief_bound,access_mechanisms_include_election,-0.22097553445749568
access_mechanisms_include_meritocracy,decision_making_mechanisms_include_majority_voting,-0.2200885561078917
Time span: End,decision_making_mechanisms_include_agenda_setting,-0.2198980664703261
Time span: Start,decision_making_mechanisms_include_delegation,-0.21965091025763592
decision_making_mechanisms_include_council_local,Time span: Duration,-0.2191490502872433
Time span: Start,decision_making_mechanisms_include_voting,-0.21895447274109728
decision_making_mechanisms_include_gathering,decision_making_mechanisms_include_council_central_,-0.21852020300715283
decision_making_mechanisms_include_magistrate_official,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.21790602652352922
Time span: End,decision_making_mechanisms_include_majority_voting,-0.21671389620899942
decision_making_mechanisms_include_council_central_,decision_making_mechanisms_include_assembly_local,-0.21659789558314807
Time span: End,access_mechanisms_include_lottery_random_selection,-0.21621852915931863
Time span: Start,enforcement_mechanisms_include_paying_damages_compensation,-0.21550910421594827
Region: Asia,Region: North America,-0.21403084673581238
Time span: End,Geography: Europe East,-0.21401171718982764
access_mechanisms_include_blood_relations,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.21287746488631448
access_mechanisms_include_meritocracy,access_mechanisms_include_election,-0.21260429947285187
Time span: Start,decision_making_mechanisms_include_consent,-0.2115596928479036
Time span: End,decision_making_mechanisms_include_consent,-0.2107144716510835
Time span: End,Geography: Middle East,-0.2089891961884793
is_SCCS,Region: Asia,-0.20778206897593865
decision_making_mechanisms_include_representation,Region: Europe,-0.20768930901495405
Time span: End,decision_making_mechanisms_include_plurality_voting,-0.2066474159738044
access_mechanisms_include_meritocracy,Geography: Europe West,-0.20629682858389325
Time span: End,enforcement_mechanisms_include_tribunal_court_,-0.20541001515959456
Time span: End,decision_making_mechanisms_include_voting,-0.20519048221953032
decision_making_mechanisms_include_autocratic_leader_chief_bound,"Geography: Europe South, Italy",-0.20470321137483835
decision_making_mechanisms_include_frequent_and_or_regular_meetings,access_mechanisms_include_meritocracy,-0.2042597684594996
decision_making_mechanisms_include_board_committee,access_mechanisms_include_meritocracy,-0.20399764746350327
access_mechanisms_include_heredity,decision_making_mechanisms_include_frequent_and_or_regular_meetings,-0.20314103154183163
Time span: End,enforcement_mechanisms_include_litigation,-0.2028370261351933
decision_making_mechanisms_include_autocratic_leader_chief_bound,decision_making_mechanisms_include_remunerated_position,-0.20279396382762027
Time span: Start,decision_making_mechanisms_include_petition,-0.20234992451152092
Time span: Start,Geography: Africa North,-0.20234992451152092
Time span: Start,Geography: Europe South,-0.20223588008056426
Time span: End,enforcement_mechanisms_include_judicial_review,-0.20205215822221015
access_mechanisms_include_heredity,decision_making_mechanisms_include_president_consul_chief_executive,-0.20179935838085086
Time span: Start,decision_making_mechanisms_include_mandate,-0.20131431581721754
Time span: Start,"Geography: Middle East, Mesopotamia, Babylonia",-0.20131431581721754
Time span: Start,"Geography: Asia, China",-0.1996853208868448
access_mechanisms_include_heredity,decision_making_mechanisms_include_gathering,-0.1993096973605537
decision_making_mechanisms_include_temporary_position_of_power_term_limits,access_mechanisms_include_female_participation,-0.19829928481727876
Time span: Start,Geography: Africa North ,-0.19817572559534963
is_SCCS,decision_making_mechanisms_include_frequent_and_or_regular_meetings,-0.19649134578681243
Region: Europe,Region: Asia,-0.19648459296821505
decision_making_mechanisms_include_leader_first_among_equals,decision_making_mechanisms_include_council_central_,-0.19645559785365826
Time span: Start,decision_making_mechanisms_include_rule_of_law,-0.19562811302313776
Time span: Start,Geography: Middle East MENA,-0.19550978830650734
Region: Europe,Region: North America,-0.19515181121126987
Time span: End,enforcement_mechanisms_include_monitoring,-0.19462911790228796
Time span: Start,decision_making_mechanisms_include_public_meetings,-0.19346583911454351
decision_making_mechanisms_include_council_local,decision_making_mechanisms_include_remunerated_position,-0.19164223313182455
Time span: End,enforcement_mechanisms_include_seizing_of_property,-0.19112929644238905
access_mechanisms_include_life_appointment,Time span: Duration,-0.1897366948230701
Time span: Start,Geography: Europe East,-0.18884619410093262
Time span: End,decision_making_mechanisms_include_oath,-0.1886342502949957
Time span: End,decision_making_mechanisms_include_rule_of_law,-0.1886342253149032
Time span: Start,"Geography: Europe Southeast, Anatolia",-0.18809522545914462
access_mechanisms_include_meritocracy,decision_making_mechanisms_include_autocratic_leader_unbound,-0.18766541313463106
Time span: Start,decision_making_mechanisms_include_group_voting,-0.18750403102070093
decision_making_mechanisms_include_assembly_central,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.18721473672389044
decision_making_mechanisms_include_frequent_and_or_regular_meetings,access_mechanisms_include_gerontocracy,-0.18706905688268627
decision_making_mechanisms_include_assembly_central,Geography: North America,-0.18675338163720423
decision_making_mechanisms_include_constitution,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.186375601088643
Time span: Start,enforcement_mechanisms_include_judicial_review,-0.18599485843439567
decision_making_mechanisms_include_council_central_,access_mechanisms_include_meritocracy,-0.1856967947950009
access_mechanisms_include_meritocracy,decision_making_mechanisms_include_delegation,-0.1850637449072842
access_mechanisms_include_meritocracy,access_mechanisms_include_divine_right,-0.18443751806657824
Time span: Start,Geography: Europe North,-0.18416357002354516
decision_making_mechanisms_include_temporary_position_of_power_term_limits,decision_making_mechanisms_include_representation,-0.18309649060808025
"Size: 10,001 - 100,000",Size: Unknown,-0.18290085481869287
access_mechanisms_include_heredity,enforcement_mechanisms_include_tribunal_court_,-0.1828778783903961
Time span: Start,enforcement_mechanisms_include_litigation,-0.1825207888264507
access_mechanisms_include_meritocracy,enforcement_mechanisms_include_jury_judge,-0.18236223151935457
decision_making_mechanisms_include_temporary_position_of_power_term_limits,decision_making_mechanisms_include_consultation,-0.18183202972487084
access_mechanisms_include_heredity,decision_making_mechanisms_include_voting,-0.18086927065365718
Time span: End,decision_making_mechanisms_include_petition,-0.18085695699981466
Time span: End,Geography: Africa North,-0.18085695699981466
Geography: North America,Region: Asia,-0.18054414957603152
Time span: End,decision_making_mechanisms_include_constitution,-0.18021188297868945
"Size: 100 - 1,000",Time span: Duration,-0.17935067019131537
Time span: End,access_mechanisms_include_blood_relations,-0.17691987212404303
access_mechanisms_include_female_participation,access_mechanisms_include_election,-0.17670281827307358
Time span: Start,decision_making_mechanisms_include_plurality_voting,-0.17628773270578016
decision_making_mechanisms_include_president_consul_chief_executive,decision_making_mechanisms_include_council_local,-0.1755711478160136
Time span: Start,enforcement_mechanisms_include_monitoring,-0.17553979593914323
decision_making_mechanisms_include_council_local,decision_making_mechanisms_include_gathering,-0.17535568209610986
Time span: End,"Geography: Europe South, Greece",-0.17529413396763133
Time span: Start,"Geography: Europe South, Italy",-0.17518270690103355
access_mechanisms_include_matrilineality,Time span: Duration,-0.17425731096318575
decision_making_mechanisms_include_temporary_position_of_power_term_limits,Region: North America,-0.1742149923062826
Time span: End,access_mechanisms_include_property_requirement,-0.17400079722685588
decision_making_mechanisms_include_council_central_,decision_making_mechanisms_include_assembly_elite,-0.17389406782887812
enforcement_mechanisms_include_tribunal_court_,Geography: North America,-0.1733556838573212
access_mechanisms_include_meritocracy,enforcement_mechanisms_include_tribunal_court_,-0.17267525564699798
is_SCCS,decision_making_mechanisms_include_majority_voting,-0.17210188388815503
"Size: 10,001 - 100,000","Size: 100,001 - 1,000,000",-0.1716095331752539
is_SCCS,decision_making_mechanisms_include_remunerated_position,-0.17151190134129488
access_mechanisms_include_heredity,"Size: 10,001 - 100,000",-0.17143183141798826
is_SCCS,"Size: 10,001 - 100,000",-0.17099089480783253
access_mechanisms_include_gerontocracy,Geography: Europe West,-0.17062978288159436
decision_making_mechanisms_include_majority_voting,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.17039793067647266
decision_making_mechanisms_include_temporary_position_of_power_term_limits,Geography: North America,-0.1699595017154879
decision_making_mechanisms_include_board_committee,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.1698876079974391
decision_making_mechanisms_include_council_local,"Geography: Europe South, Italy",-0.1692304171525388
decision_making_mechanisms_include_dual-sex_political_system,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.16915868093273917
Time span: Start,decision_making_mechanisms_include_oath,-0.16848947520092405
access_mechanisms_include_heredity,decision_making_mechanisms_include_majority_voting,-0.168091154640726
"Size: 100 - 1,000","Size: 10,001 - 100,000",-0.16704064938767335
"Size: 10,001 - 100,000",Geography: Africa,-0.16684145787252827
access_mechanisms_include_meritocracy,enforcement_mechanisms_include_suspension_expulsion_ostracism_proscription,-0.16678523259053182
Time span: Start,decision_making_mechanisms_include_constitution,-0.16659002759144742
decision_making_mechanisms_include_kingchief-as-figurehead,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.1663704941321561
"Size: 1,001 - 10,000",Time span: Duration,-0.16632506635549893
access_mechanisms_include_child_participation,Time span: Duration,-0.1660478652910527
"Size: 10,001 - 100,000",Region: Central America,-0.16504113270160395
Time span: End,"Geography: Asia, China",-0.16483418399555158
decision_making_mechanisms_include_assembly_elite,"Size: 10,001 - 100,000",-0.1646838240125815
Geography: North America,Region: Europe,-0.16461887774920234
Time span: End,decision_making_mechanisms_include_public_meetings,-0.1641900930419538
access_mechanisms_include_meritocracy,access_mechanisms_include_lottery_random_selection,-0.16411982669147876
decision_making_mechanisms_include_consultation,"Size: 10,001 - 100,000",-0.16366865770349587
access_mechanisms_include_life_appointment,Region: Asia,-0.16292006376712123
decision_making_mechanisms_include_magistrate_official,decision_making_mechanisms_include_gathering,-0.1625641452304783
decision_making_mechanisms_include_president_consul_chief_executive,Region: Asia,-0.16241010756213672
Time span: End,"Size: 10,001 - 100,000",-0.1617287463220046
access_mechanisms_include_gerontocracy,decision_making_mechanisms_include_remunerated_position,-0.16170079221319353
is_SCCS,Geography: Europe West,-0.16131721461262644
decision_making_mechanisms_include_deliberation,"Geography: Europe South, Italy",-0.16128169116528251
access_mechanisms_include_female_participation,Region: Europe,-0.16028822474780058
decision_making_mechanisms_include_consultation,access_mechanisms_include_meritocracy,-0.15960053822109532
access_mechanisms_include_meritocracy,access_mechanisms_include_co-optation,-0.15948595911355562
decision_making_mechanisms_include_temporary_position_of_power_term_limits,Region: Asia,-0.15942473308763472
decision_making_mechanisms_include_magistrate_official,access_mechanisms_include_matrilineality,-0.1592122489826188
is_SCCS,decision_making_mechanisms_include_constitution,-0.15901374511401298
access_mechanisms_include_female_participation,Time span: Duration,-0.1588013784974569
access_mechanisms_include_meritocracy,access_mechanisms_include_patronage_for_office,-0.15841882744558602
Time span: Start,decision_making_mechanisms_include_balance_of_power,-0.15795554402894796
Time span: End,Geography: Africa North ,-0.1578895991458454
Time span: End,enforcement_mechanisms_include_forced_labour,-0.1576482951277842
access_mechanisms_include_meritocracy,Region: Middle East,-0.15762962463824168
access_mechanisms_include_gerontocracy,"Size: 100,001 - 1,000,000",-0.1574376106076596
Time span: Start,enforcement_mechanisms_include_seizing_of_property,-0.15678837958318886
decision_making_mechanisms_include_council_local,Geography: Europe West,-0.1563107599644518
access_mechanisms_include_meritocracy,"Geography: Europe South, Italy",-0.15617130172817031
"Size: 10,001 - 100,000","Size: 1,000,001 - 10,000,000",-0.1558654920276588
decision_making_mechanisms_include_autocratic_leader_unbound,access_mechanisms_include_gerontocracy,-0.1552195878014912
Time span: End,decision_making_mechanisms_include_ratification_acclamation_only,-0.15463395458625487
Time span: End,enforcement_mechanisms_include_fines,-0.15454103090006427
is_SCCS,Time span: Duration,-0.15387506318497662
decision_making_mechanisms_include_confederacy,Region: Asia,-0.15348079992309968
Time span: End,enforcement_mechanisms_include_criticism_mocking_joking,-0.15329275623717595
access_mechanisms_include_meritocracy,enforcement_mechanisms_include_appeal,-0.1529772349141717
"Size: 10,001 - 100,000",Region: North America,-0.15294843321086984
access_mechanisms_include_heredity,decision_making_mechanisms_include_remunerated_position,-0.15279762085896673
decision_making_mechanisms_include_magistrate_official,access_mechanisms_include_female_participation,-0.15271007867400463
Region: Africa,Region: Asia,-0.15270417349567372
access_mechanisms_include_gerontocracy,access_mechanisms_include_divine_right,-0.15254976956721605
access_mechanisms_include_blood_relations,"Size: 10,001 - 100,000",-0.152524884115972
decision_making_mechanisms_include_deliberation,Region: Asia,-0.1522625894989946
decision_making_mechanisms_include_gathering,Region: Europe,-0.15189039746900368
Region: Africa,Region: North America,-0.15166836028726943
enforcement_mechanisms_include_self-help,access_mechanisms_include_meritocracy,-0.15163309030935576
decision_making_mechanisms_include_board_committee,access_mechanisms_include_female_participation,-0.15142326523486865
decision_making_mechanisms_include_representation,"Geography: Europe South, Italy",-0.15131826394914139
decision_making_mechanisms_include_delegation,access_mechanisms_include_gerontocracy,-0.1513140310621132
decision_making_mechanisms_include_assembly_central,decision_making_mechanisms_include_gathering,-0.1513066863046016
access_mechanisms_include_female_participation,"Size: 1,001 - 10,000",-0.15129594423995615
access_mechanisms_include_meritocracy,enforcement_mechanisms_include_litigation,-0.1512790386707944
Time span: Start,"Size: 1,000,001 - 10,000,000",-0.15082660801287337
Geography: Asia Southeast,Time span: Duration,-0.15060811184053272
decision_making_mechanisms_include_constitution,access_mechanisms_include_meritocracy,-0.15051649585761365
enforcement_mechanisms_include_suspension_expulsion_ostracism_proscription,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.15043744796091588
access_mechanisms_include_life_appointment,"Size: 10,001 - 100,000",-0.15030039786354712
Time span: End,enforcement_mechanisms_include_capital_punishment,-0.15023697529829524
Time span: End,enforcement_mechanisms_include_appeal,-0.14980952316284826
decision_making_mechanisms_include_autocratic_leader_unbound,"Size: 10,001 - 100,000",-0.1497744696110985
Time span: Start,decision_making_mechanisms_include_autocratic_leader_unbound,-0.14968569800656145
access_mechanisms_include_meritocracy,enforcement_mechanisms_include_scrutiny_of_officials,-0.1494802425894705
Time span: Start,decision_making_mechanisms_include_checks_and_balances,-0.149162901232941
enforcement_mechanisms_include_arbitration,access_mechanisms_include_female_participation,-0.14812768674274238
decision_making_mechanisms_include_agenda_setting,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.14794874214297551
access_mechanisms_include_popularity_,Time span: Duration,-0.1478629356201042
decision_making_mechanisms_include_assembly_central,access_mechanisms_include_matrilineality,-0.14768785575053667
Time span: End,Geography: Middle East MENA,-0.147375839969919
access_mechanisms_include_dreaming,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.14678286107389724
decision_making_mechanisms_include_council_central_,decision_making_mechanisms_include_representation,-0.146696408241143
decision_making_mechanisms_include_frequent_and_or_regular_meetings,decision_making_mechanisms_include_gathering,-0.14654752285377545
access_mechanisms_include_co-optation,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.14617227571157854
access_mechanisms_include_life_appointment,decision_making_mechanisms_include_consultation,-0.14603287789186378
decision_making_mechanisms_include_magistrate_official,"Geography: Asia, India (northeast)",-0.14595969381111698
"Size: 1,001 - 10,000",Region: Asia,-0.1457936111656505
decision_making_mechanisms_include_turnover_rotation,access_mechanisms_include_meritocracy,-0.14557110068395482
access_mechanisms_include_meritocracy,Geography: Europe East,-0.14450936825061142
access_mechanisms_include_heredity,"Geography: Asia, India (northeast)",-0.14333223524826783
Time span: End,access_mechanisms_include_divine_right,-0.14317242581152423
enforcement_mechanisms_include_criticism_mocking_joking,"Size: 10,001 - 100,000",-0.1429660596809988
access_mechanisms_include_heredity,access_mechanisms_include_co-optation,-0.14262070802296783
access_mechanisms_include_heredity,enforcement_mechanisms_include_arbitration,-0.14250252138242464
decision_making_mechanisms_include_board_committee,decision_making_mechanisms_include_council_local,-0.1423093807521188
decision_making_mechanisms_include_consultation,decision_making_mechanisms_include_council_central_,-0.14216670349159094
access_mechanisms_include_female_participation,"Geography: Europe South, Italy",-0.142088464721618
is_SCCS,decision_making_mechanisms_include_delegation,-0.14177909006981537
decision_making_mechanisms_include_representation,Region: Middle East,-0.14106260577268037
decision_making_mechanisms_include_council_central_,decision_making_mechanisms_include_kingchief-as-figurehead,-0.14106080279647779
Region: Oceania,Time span: Duration,-0.14071552470320078
decision_making_mechanisms_include_council_local,Region: South America,-0.1404710662849128
decision_making_mechanisms_include_consent,Region: Asia,-0.14043137476596892
decision_making_mechanisms_include_council_central_,"Size: 10,000,000+",-0.14041465647204268
access_mechanisms_include_matriarchy,"Size: 1,001 - 10,000",-0.14026085861191986
decision_making_mechanisms_include_representation,Region: Central America,-0.14010314766091014
decision_making_mechanisms_include_representation,Geography: Europe West,-0.1397660847994721
decision_making_mechanisms_include_council_local,"Size: 100,001 - 1,000,000",-0.13929474349469512
Region: Africa,Region: Europe,-0.13923458460165222
Region: South America,Time span: Duration,-0.13920785915429817
access_mechanisms_include_blood_relations,decision_making_mechanisms_include_deliberation,-0.13875456721171767
decision_making_mechanisms_include_council_central_,Region: Oceania,-0.13849755809576123
access_mechanisms_include_heredity,enforcement_mechanisms_include_jury_judge,-0.13838391180085258
decision_making_mechanisms_include_assembly_central,access_mechanisms_include_popularity_,-0.13836994976151493
decision_making_mechanisms_include_public_meetings,decision_making_mechanisms_include_representation,-0.13740877982941974
access_mechanisms_include_property_requirement,decision_making_mechanisms_include_council_local,-0.13711457976022182
Time span: End,enforcement_mechanisms_include_corporal_punishment_violence_against_perpetrator,-0.13705414506131894
decision_making_mechanisms_include_autocratic_leader_chief_bound,enforcement_mechanisms_include_scrutiny_of_officials,-0.13700182357535565
decision_making_mechanisms_include_council_local,decision_making_mechanisms_include_magistrate_official,-0.13698886524268508
access_mechanisms_include_female_participation,"Size: 100,001 - 1,000,000",-0.13679322186353826
access_mechanisms_include_age_boundaries,"Size: 10,001 - 100,000",-0.13651178605377298
decision_making_mechanisms_include_delegation,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.13631670017933198
access_mechanisms_include_female_participation,enforcement_mechanisms_include_jury_judge,-0.13614730705302572
decision_making_mechanisms_include_council_local,decision_making_mechanisms_include_voting,-0.1360861264556381
Time span: Start,enforcement_mechanisms_include_appeal,-0.13585532237905842
access_mechanisms_include_lottery_random_selection,access_mechanisms_include_gerontocracy,-0.13574484196951114
"Size: 10,001 - 100,000","Size: 10,000,000+",-0.13573462554456506
access_mechanisms_include_dreaming,Time span: Duration,-0.1355610931250283
decision_making_mechanisms_include_kingchief-as-figurehead,Region: Europe,-0.13547663058461248
enforcement_mechanisms_include_corporal_punishment_violence_against_perpetrator,"Size: 10,001 - 100,000",-0.13536087022872942
decision_making_mechanisms_include_president_consul_chief_executive,decision_making_mechanisms_include_representation,-0.13480509476886504
Time span: End,enforcement_mechanisms_include_self-help,-0.13459887026517214
decision_making_mechanisms_include_temporary_position_of_power_term_limits,access_mechanisms_include_matrilineality,-0.13440696041345243
decision_making_mechanisms_include_deliberation,Region: South America,-0.13387316246937087
access_mechanisms_include_popularity_,Region: Asia,-0.13376938445538775
access_mechanisms_include_heredity,enforcement_mechanisms_include_scrutiny_of_officials,-0.13367307161112493
decision_making_mechanisms_include_gathering,decision_making_mechanisms_include_assembly_local,-0.13361158213235974
decision_making_mechanisms_include_council_central_,enforcement_mechanisms_include_mediation,-0.133520439669796
decision_making_mechanisms_include_agenda_setting,access_mechanisms_include_gerontocracy,-0.13351529196897158
decision_making_mechanisms_include_turnover_rotation,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.1334190118244987
decision_making_mechanisms_include_deliberation,Size: Unknown,-0.13339447194956558
enforcement_mechanisms_include_fines,"Size: 10,001 - 100,000",-0.13335094047773044
decision_making_mechanisms_include_assembly_elite,Region: North America,-0.13334406704785362
access_mechanisms_include_heredity,access_mechanisms_include_age_boundaries,-0.13319797454398163
decision_making_mechanisms_include_unanimity,Region: Asia,-0.1329990511475023
is_SCCS,"Size: 10,000,000+",-0.13299192158416287
access_mechanisms_include_female_participation,Region: Middle East,-0.1324583600206228
access_mechanisms_include_female_participation,access_mechanisms_include_induction_rite_ceremony,-0.13244675885214516
enforcement_mechanisms_include_police,Region: Asia,-0.1323580843102722
decision_making_mechanisms_include_council_central_,Geography: Asia Southeast,-0.13227856496004
decision_making_mechanisms_include_consultation,Region: Europe,-0.13207755941025515
access_mechanisms_include_co-optation,access_mechanisms_include_gerontocracy,-0.1319121324501713
access_mechanisms_include_female_participation,Region: Asia,-0.13173384048220535
decision_making_mechanisms_include_vote_by_show_of_hands,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.1316959605546465
decision_making_mechanisms_include_secret_ballot,decision_making_mechanisms_include_autocratic_leader_chief_bound,-0.1316959605546465
access_mechanisms_include_payment_for_occupying_office,access_mechanisms_include_gerontocracy,-0.1316913838021218
"Size: 1,001 - 10,000",Size: Unknown,-0.13164882427256025
decision_making_mechanisms_include_frequent_and_or_regular_meetings,Region: Asia,-0.13163704972326784
access_mechanisms_include_female_participation,Region: Central America,-0.13155742495496575
Time span: End,"Geography: Europe South, Italy",-0.13130052333662712
access_mechanisms_include_female_participation,Geography: Europe West,-0.13124092155843925
decision_making_mechanisms_include_public_meetings,decision_making_mechanisms_include_confederacy,-0.13121938284585394
enforcement_mechanisms_include_jury_judge,Region: North America,-0.13108515500265913
access_mechanisms_include_patronage_for_office,access_mechanisms_include_gerontocracy,-0.13102949917819315
access_mechanisms_include_matrilineality,Region: Europe,-0.13018350113771673
access_mechanisms_include_heredity,decision_making_mechanisms_include_turnover_rotation,-0.13017731192528356
access_mechanisms_include_meritocracy,"Geography: Europe South, Greece",-0.13013210150499102
access_mechanisms_include_meritocracy,enforcement_mechanisms_include_graduated_sanctions,-0.13012261455961247
