,"Size: 100 - 1,000","Size: 1,001 - 10,000","Size: 10,001 - 100,000","Size: 100,001 - 1,000,000","Size: 1,000,001 - 10,000,000","Size: 10,000,000+",Size: Unknown
decision_making_mechanisms_include_gathering,-0.08652111932304693,0.14186624923705837,-0.12638869825948135,-0.08888763873498325,-0.08073278500475979,-0.07030571166994662,0.4147939335437544
enforcement_mechanisms_include_civil_disobedience,-0.025414578719831105,0.14783312790192973,-0.0730292339636676,-0.026109716442935475,-0.02371432242009986,-0.020651490152574264,-0.027827646682132005
enforcement_mechanisms_include_arbitration,-0.06466946111082968,0.02248148311687115,-0.05757724843686219,0.23158301836301348,-0.060343020768613226,-0.0005888781457245405,-0.07080970866189529
decision_making_mechanisms_include_leader_first_among_equals,-0.07211694500740633,0.04108244114669752,-0.07825684209157208,-0.07408948248293712,-0.06729226184354434,0.5738050708605216,-0.07896431759047409
decision_making_mechanisms_include_secret_ballot,-0.03990888748311175,-0.08254384615182173,0.2400405582555976,0.23474959890800826,-0.037238949959989304,-0.03242933931517686,-0.04369816366424409
decision_making_mechanisms_include_veto,-0.04495151370324332,-0.09297354713238215,-0.09687391817097907,0.21741746765855713,0.48671794861916673,-0.03652689870721593,0.004723512202925979
decision_making_mechanisms_include_council_central_,0.00529655903078516,-0.013899785397764304,0.16923196835535292,0.75156789735199,0.11820377579598446,-0.14041465647204268,-0.07560282730359577
access_mechanisms_include_screening_process,-0.036132344470924005,-0.07473279440261735,0.2548291384936717,0.22790329835194525,-0.03371506079339406,-0.029360579384636997,-0.03956304477120372
enforcement_mechanisms_include_judicial_review,-0.03147087657041118,-0.06509144598406244,-0.04843520276171821,0.3189892028057711,-0.02936544894413489,-0.02557274329633451,-0.03445897898339071
decision_making_mechanisms_include_petition,-0.02541457871983112,-0.05256516049841871,-0.0730292339636675,-0.02610971644293546,0.1476801889465293,-0.02065149015257426,-0.027827646682132005
access_mechanisms_include_child_participation,0.41142698464007416,-0.1069214975950982,-0.013516526164648943,-0.05310913078912796,-0.048236718837496306,-0.04200668720016728,-0.056603530353347385
decision_making_mechanisms_include_constitution,-0.05647889929287239,-0.07891661619673732,-0.02199672126891631,0.24831051729965767,-0.05270041429875915,0.007516014336427792,-0.008473919394338255
decision_making_mechanisms_include_coalition,-0.025414578719831108,-0.052565160498418716,0.1203003440787178,-0.026109716442935485,-0.023714322420099875,-0.020651490152574264,-0.027827646682132036
access_mechanisms_include_matriarchy,-0.06781432033506243,-0.14026085861191986,-0.0014108312065147875,-0.06966917273105365,0.1345585982708008,-0.05510485867350887,0.18783229974151222
enforcement_mechanisms_include_destruction_of_property,0.3110129448103897,-0.07468950577703089,-0.10376677899015588,-0.03709913179395566,-0.03369553150033096,0.16141622118177712,-0.03954012806046311
decision_making_mechanisms_include_rule_of_law,-0.03330518018312582,-0.06888534966698817,-0.010404219132997716,0.3037859297069981,-0.03107703613067859,-0.027063269793444922,-0.036467446383346105
access_mechanisms_include_meritocracy,0.05056508147747331,0.04159400866345551,-0.08692076574222742,-0.1216217242276094,-0.11939603220868387,-0.0275290072782741,-0.12052380313116416
access_mechanisms_include_dreaming,-0.044480792443263056,0.027617202581711468,-0.05810819805347337,-0.04569742786821941,-0.04150499070354417,-0.0361443979554917,0.09237038215134875
decision_making_mechanisms_include_dual-sex_political_system,-0.05126151732903783,-0.018215650419206114,-0.009787411593475593,-0.05266361865173958,0.13230412175082132,-0.04165430920562882,-0.05612870503768604
decision_making_mechanisms_include_public_meetings,0.09966204326161285,-0.07830617294832277,0.1271838638518476,0.1419652411957081,-0.05441572491217761,0.26055149529510313,-0.1047750349990976
enforcement_mechanisms_include_corporal_punishment_violence_against_perpetrator,0.12219381046837335,0.01685567567347509,-0.13536087022872942,0.23647061007421744,-0.03548449440198542,-0.05447172459308056,-0.07340002561285859
enforcement_mechanisms_include_criticism_mocking_joking,0.04912754351270792,-0.023606669966522636,-0.1429660596809988,0.27579985019501585,-0.04642446661967124,0.01656945114764655,0.002475828524229498
decision_making_mechanisms_include_balance_of_power,-0.03551541339716937,-0.07345679131533937,-0.05972840577861509,0.7524659162519822,-0.033139402917838574,0.05169677574859996,-0.03888753721560239
access_mechanisms_include_open_political_unit,0.05683837789824698,0.6063766055151035,-0.11297007279578093,-0.054547456423323454,-0.04954308759523264,-0.043144331407667665,-0.058136492905802646
access_mechanisms_include_female_participation,0.1729665046540362,-0.15129594423995615,-0.039521391552206464,-0.13679322186353826,0.04923661936200924,-0.1081966508685744,0.15551314476877762
decision_making_mechanisms_include_kingchief-as-figurehead,-0.07717136774684943,-0.01153164156462662,-0.10741522148086816,-0.07928215342839745,-0.015955904139757802,0.4893077304186327,0.04318098320777379
access_mechanisms_include_matrilineality,-0.07415624966105569,-0.013115639206046319,0.06636526873933207,-0.07618456605030677,0.004379971163145856,-0.060258211497802354,-0.08119725050683596
decision_making_mechanisms_include_delegation,-0.060474973981086144,-0.05082630159955189,0.5481067918499227,-0.06212908110524653,0.0016786018896681157,0.008294363045003656,-0.0662169626185319
access_mechanisms_include_enfranchisement,-0.03613390195425094,0.3949776836533001,-0.10383139570903542,-0.037122233832904326,0.5587011729925161,-0.029361844971288825,-0.03956475013473593
decision_making_mechanisms_include_agenda_setting,-0.0448340987725428,-0.09273069696574258,0.2762750660869296,0.2105528068220437,-0.04183466054769011,-0.036431489166422124,-0.04909101479540167
decision_making_mechanisms_include_group_voting,-0.025414578719831098,-0.05256516049841874,-0.0730292339636675,-0.02610971644293548,0.7915421009632492,-0.02065149015257427,-0.02782764668213201
decision_making_mechanisms_include_majority_voting,-0.061127577123998814,-0.056500671272814,0.2531661283885919,0.17876239440270955,-0.01727185624069262,-0.049671315465951334,-0.06693152924128895
enforcement_mechanisms_include_seizing_of_property,-0.0365633929262648,-0.07562433510007946,-0.03351901328310931,0.30542274866788044,-0.034117271751180296,-0.029710842634281455,-0.0400350204923178
enforcement_mechanisms_include_litigation,-0.042016364990191346,-0.04596044139231029,-0.03819241816691398,0.28391397143599073,-0.010212373397626004,-0.03414184265682246,-0.04600574232230739
decision_making_mechanisms_include_ratification_acclamation_only,-0.04529410454621497,-0.0936821302981554,0.12237938177089651,0.6833122089480974,-0.04226389155530295,0.037715585493020856,-0.04959469727948327
enforcement_mechanisms_include_tribunal_court_,0.054921992937628936,-0.057193327239446375,0.06417616893930295,0.3514930799345287,0.05658302626086264,-0.08732597782362539,-0.08699372837062232
access_mechanisms_include_induction_rite_ceremony,-0.05782349477798686,0.13467749312382496,-0.10849761088599136,0.0031266228775420858,-0.053955055235763286,-0.04698646970147224,-0.06331373029419303
enforcement_mechanisms_include_graduated_sanctions,0.623283001987651,-0.07474937774930453,-0.10384995964117232,-0.03712887088738031,-0.03372254222836762,-0.029367094552051342,-0.03957182388474663
access_mechanisms_include_blood_relations,-0.07871032522626521,-0.08374917735703016,-0.152524884115972,0.25635202987694594,0.38758007044146875,0.2290288701592275,-0.05429362905355927
decision_making_mechanisms_include_word_of_mouth,-0.03578046874231366,-0.07400500723943815,-0.02180468541756359,-0.03675913354125961,0.20661279364827242,-0.029074650657490528,-0.03917775908302721
decision_making_mechanisms_include_confederacy,-0.079715372792124,-0.022064431045411233,0.022581463577887997,-0.045937767933920806,-0.07438234853587405,-0.06477546822134679,0.010825925410036763
access_mechanisms_include_lottery_random_selection,-0.04558277604739564,-0.0942791916918602,0.2609524471094445,0.20725018506780998,-0.042533250694715,0.02150230336148882,-0.04991077761394839
decision_making_mechanisms_include_checks_and_balances,-0.06824012653423242,-0.10187689381970218,0.028121951930994777,-0.07010662555065511,0.6124674944661077,0.013030382758729562,-0.02294024014577966
access_mechanisms_include_co-optation,-0.04429576184383549,-0.09161725072798768,0.16167336260689685,-0.04550733632518902,-0.04133233880398758,-0.03599404497722178,-0.04850156375577768
decision_making_mechanisms_include_autocratic_leader_unbound,-0.05212234664882211,-0.04588171907040293,-0.1497744696110985,-0.003532369955388824,-0.009387062183575967,0.6895968538234968,-0.0570712685335698
decision_making_mechanisms_include_vote_by_proxy,-0.03607211850229564,-0.07460822858777451,-0.021829423664058593,-0.03705876048442976,0.1423820062789325,-0.029311640702167862,-0.03949710045654267
enforcement_mechanisms_include_reputational_risk,-0.050896571749708366,0.04565684280900062,-0.02988828798642831,0.0031325853535156033,-0.047491549077243594,-0.041357760121702156,-0.055729108540268475
decision_making_mechanisms_include_assembly_local,0.01445665437893562,-0.12854829172914065,-0.04218222450557069,-0.07429994393366049,0.06577943633251568,0.417300959763798,-0.03826139537387722
enforcement_mechanisms_include_suspension_expulsion_ostracism_proscription,-0.0003943562561935264,-0.10035896507458929,0.10923028864665654,0.4280467741025227,-0.054991040288276914,-0.014144638647490286,-0.030812146162659513
access_mechanisms_include_patronage_for_office,-0.043999375814098934,-0.09100423331800646,-0.03183332491133179,-0.045202843566155754,0.036792042751802735,0.16659738765964655,-0.04817703641232052
access_mechanisms_include_payment_for_occupying_office,-0.044221635003796424,-0.09146393363834197,0.1532813767453232,-0.0454311819731705,-0.041263171110749425,-0.03593381066352391,-0.04842039870728284
decision_making_mechanisms_include_mandate,-0.025414578719831108,-0.0525651604984187,0.23119218474641287,-0.026109716442935443,-0.023714322420099843,-0.020651490152574267,-0.027827646682132032
decision_making_mechanisms_include_plurality_voting,-0.03152865003430811,-0.06521093926529165,-0.0475941082155559,0.31861626773883556,-0.029419357315596827,-0.025619689111722573,-0.034522237932462826
decision_making_mechanisms_include_assembly_elite,-0.06972967479453762,-0.042407951203584725,-0.1646838240125815,-0.07163691582748294,0.21705698575625706,0.6216173020401342,-0.015079172829507097
decision_making_mechanisms_include_vote_by_show_of_hands,-0.03990888748311175,-0.08254384615182173,0.2400405582555976,0.23474959890800826,-0.037238949959989304,-0.03242933931517686,-0.04369816366424409
access_mechanisms_include_age_boundaries,0.02639076836700877,-0.0852427399234378,-0.13651178605377298,0.20052325557882517,0.48722802865333836,-0.04487961650787306,-0.0011198998344279722
access_mechanisms_include_gerontocracy,0.20958321682208267,0.03520472214374353,-0.23639814492774142,-0.1574376106076596,0.44394301911007633,-0.09739650319196567,0.09780287585662711
enforcement_mechanisms_include_paying_damages_compensation,0.07588016063043372,-0.07237745834082691,-0.10055463140889401,0.313514761144018,-0.001675072229683231,-0.02843522884780128,-0.038316145510862654
enforcement_mechanisms_include_police,-0.06874458589042551,0.0070343359574985415,-0.03864196487928252,-0.07062488284275445,0.13478246974079108,-0.05586077794990702,-0.07527175911735713
decision_making_mechanisms_include_consent,-0.07293771857319374,-0.053407509459062356,0.0778591870442433,0.1841749808743643,0.0699957442275584,-0.05926805214717929,-0.07986302211147192
decision_making_mechanisms_include_oath,-0.03330517911911282,-0.06888534746628223,-0.010404249938618897,0.3037859410598423,-0.031077035137848902,-0.02706326892884457,-0.03646744521830705
enforcement_mechanisms_include_mediation,0.075213182269325,0.10518035506943621,-0.0862543367266048,-0.012798485785191369,-0.06818416437539686,-0.05937781287676718,-0.08001092343868736
enforcement_mechanisms_include_appeal,-0.04248802341566552,-0.08787829201206894,0.11513847613494024,-0.04365015276598701,0.025076012942018364,-0.03452510493460552,-0.04652218385625671
enforcement_mechanisms_include_exit,-0.05123845552303367,0.1543833583476856,-0.04442858045708282,-0.05263992606088185,-0.04781056054385944,-0.04163556954187737,-0.056103453555203874
decision_making_mechanisms_include_supermajority,-0.035355804808024534,-0.07312667169392782,0.07774396565935777,-0.03632285422968565,0.09538392204550962,-0.028729575370042136,-0.038712774081610654
decision_making_mechanisms_include_consensus,-0.05959370223052672,-0.09091432598625997,0.09811149806375151,0.09557658486564771,-0.0294181610897596,0.23166157552322156,0.14620951146837244
decision_making_mechanisms_include_autocratic_leader_chief_bound,0.12429141812883857,-0.11824607671729767,-0.12766019658090022,-0.105801791723545,0.001030009495053801,0.034173845944752174,0.2025334332221802
enforcement_mechanisms_include_forced_labour,-0.03016716180009245,-0.062394963114862284,-0.086685864102075,-0.030992291832638467,0.8067990632964708,-0.024513365014372502,-0.033031478870064114
access_mechanisms_include_election,-0.10812583129336974,0.05450123478013523,0.0013071826709350224,0.7696757078983004,0.15041615410783543,-0.002601167510776661,-0.071501163911235
enforcement_mechanisms_include_jury_judge,-0.06854842087159896,-0.07682890922528193,0.2342688128745223,0.16199709360166786,0.08047456584030652,-0.055701377316151324,-0.07505696858726515
access_mechanisms_include_divine_right,-0.05122582840993718,-1.4467983767702374e-06,-0.07528189068789107,0.004192612479911938,0.019354050670888287,-0.04162530894678179,-0.05608962752071639
decision_making_mechanisms_include_unanimity,0.10389956254482333,0.10550508726199931,-0.07920024329402561,-0.0709668960112085,-0.01376274360153364,-0.05613129339559623,-0.07563627558513174
decision_making_mechanisms_include_voting,-0.06523562360672094,-0.10457485640855377,-0.07277229674260034,0.20250660535255144,0.47155093867001946,-0.053009449944570707,-0.0714296272556292
enforcement_mechanisms_include_scrutiny_of_officials,-0.04151676588274132,-0.0858694328975316,0.27794396352872924,0.2148682710215316,-0.03873925996714977,-0.033735876216792964,-0.045458707189516466
access_mechanisms_include_popularity_,0.10324255180643996,0.15271125341708103,-0.08222651745726775,-0.07137793776889784,-0.0648294834466291,-0.05645640703019927,-0.07607436248774442
decision_making_mechanisms_include_representation,0.04743182608537471,-0.02707130581847087,-0.08763831579685194,-0.12221722080975973,0.024863804680502515,0.04301515946397572,0.01774381401505273
decision_making_mechanisms_include_deliberation,0.03998663420144408,-0.04168772322053802,0.15315822734039397,0.11899589612922143,-0.06683166283011194,-0.08667780346830782,-0.13339447194956558
decision_making_mechanisms_include_remunerated_position,-0.07024810623444869,-0.08631162602654002,0.2951321603089938,0.18192600404883752,-0.06554844992749166,-0.05708251512371904,-0.0769180359797089
"Size: 100 - 1,000",1.0,-0.12023292684668574,-0.16704064938767335,-0.059721069950230736,-0.05424205625397752,-0.04723640299479743,-0.0636505125471622
"Size: 1,001 - 10,000",-0.12023292684668574,1.0,-0.3454914063939081,-0.12352152918519951,-0.1121892447711419,-0.09769940049614219,-0.13164882427256025
"Size: 10,001 - 100,000",-0.16704064938767335,-0.3454914063939081,1.0,-0.1716095331752539,-0.1558654920276588,-0.13573462554456506,-0.18290085481869287
"Size: 100,001 - 1,000,000",-0.059721069950230736,-0.12352152918519951,-0.1716095331752539,1.0,-0.055725681062263964,-0.04852840968070097,-0.06539147677301954
"Size: 1,000,001 - 10,000,000",-0.05424205625397752,-0.1121892447711419,-0.1558654920276588,-0.055725681062263964,1.0,-0.04407624863402971,-0.059392240705143054
"Size: 10,000,000+",-0.04723640299479743,-0.09769940049614219,-0.13573462554456506,-0.04852840968070097,-0.04407624863402971,1.0,-0.05172141342828292
Size: Unknown,-0.0636505125471622,-0.13164882427256025,-0.18290085481869287,-0.06539147677301954,-0.059392240705143054,-0.05172141342828292,1.0
Geography: Europe North,-0.02541457871983108,-0.05256516049841869,-0.07302923396366759,0.7842649724194254,-0.023714322420099843,-0.020651490152574278,-0.027827646682132064
Geography: Asia Southeast ,-0.03571653067602888,-0.07387276366565049,0.10618531280801743,-0.036693446645599904,-0.033327065284691246,-0.029022695582381436,-0.03910775021379802
Geography: Europe West,-0.05729705134471611,-0.04508475836943303,0.12684115102077498,-0.05886423615826099,0.17614492703070483,-0.04655868998110277,-0.06273730201573591
Geography: Middle East,-0.045367219621544046,-0.09383335474739365,-0.012166985427861396,-0.04660810053871185,-0.042332115171725596,-0.03686469485063404,0.5472282168828906
"Geography: Europe Southeast, Anatolia",-0.025414578719831122,0.13591840538463865,-0.0730292339636676,-0.026109716442935443,-0.023714322420099878,-0.020651490152574264,-0.027827646682131994
Geography: Europe South,-0.025414578719831115,-0.05256516049841875,-0.07302923396366755,0.337968789100659,-0.023714322420099868,-0.02065149015257424,-0.027827646682132057
"Geography: Central America, Mexico",-0.035687411334191455,-0.07381253591628799,-0.10254839714689663,0.10538853484964142,-0.0332998940508649,-0.028999033659520734,-0.03907586604348771
"Geography: Middle East, Mesopotamia, Babylonia",-0.025414578719831108,-0.0525651604984187,0.23119218474641287,-0.02610971644293545,-0.02371432242009984,-0.020651490152574257,-0.027827646682132
Geography: Africa North ,-0.025414578719831105,-0.052565160498418716,-0.07302923396366756,0.4234210577882952,-0.023714322420099864,-0.02065149015257428,-0.027827646682132032
Geography: Africa Central,-0.025414578719831122,-0.05256516049841871,0.111626518418807,-0.026109716442935447,-0.02371432242009986,-0.020651490152574253,-0.02782764668213202
"Geography: Asia, China",-0.025414578719831115,-0.05256516049841868,-0.07302923396366749,-0.026109716442935457,-0.023714322420099843,0.7794556813072034,-0.027827646682132053
Geography: Europe East,-0.04013615114340266,-0.08301389725557386,-0.10037976275122873,-0.04123395225305585,0.08067567656849797,-0.032614010219789366,0.3494318424136307
"Geography: Europe North, Netherlands",-0.02541457871983112,-0.05256516049841872,0.0715343885025563,-0.026109716442935534,-0.023714322420099885,-0.020651490152574274,-0.027827646682132032
Geography: Africa North,-0.025414578719831115,-0.05256516049841872,-0.07302923396366753,-0.02610971644293548,0.1476801889465293,-0.020651490152574257,-0.027827646682132005
"Geography: Africa South, Botswana",-0.025414578719831108,0.12732232588789336,-0.07302923396366755,-0.026109716442935502,-0.023714322420099864,-0.020651490152574264,-0.027827646682132015
"Geography: Europe South, Italy",-0.062032862631349904,0.2792921757911143,0.047504114897831094,-0.06372958101344744,0.45618907305310924,-0.050406936345070694,-0.06792276995878163
"Geography: Europe South, Greece",-0.03614299721769656,-0.07475482755728899,0.631329024598154,-0.037131577869339336,-0.03372500086261214,-0.029369235640461535,-0.03957470897688067
Geography: North America,0.18181183001898757,0.1562894042328312,-0.08310681890906928,-0.09633646088335214,-0.08749822692223395,-0.07619736038170191,-0.10267507124897578
"Geography: Africa West, Nigeria",-0.025414578719831094,-0.052565160498418716,0.07281781374432371,-0.026109716442935485,-0.023714322420099864,-0.020651490152574246,-0.027827646682131998
Geography: Asia Southeast,-0.04449936893354162,-0.09203837277242528,-0.050294256009835406,-0.04571651246131947,-0.04152232441128555,-0.03615949292166392,0.2478213426664047
"Geography: Europe, North",-0.025414578719831108,-0.052565160498418737,0.14007767950722322,-0.02610971644293548,-0.023714322420099854,-0.020651490152574253,-0.027827646682132015
"Geography: Africa West, Mid-western Nigeria",-0.02541457871983111,-0.052565160498418716,-0.07302923396366758,-0.026109716442935478,0.27505791614716774,-0.020651490152574264,-0.027827646682132025
"Geography: Africa West, Niger Delta",-0.025414578719831105,-0.052565160498418716,0.06852243439875909,-0.026109716442935464,-0.023714322420099875,-0.020651490152574267,-0.02782764668213202
"Geography: Asia, India (northeast)",-0.044516751074321056,-0.0920743243823241,0.19180993202865015,-0.045734370037159154,-0.04153854367249537,-0.03617361737806726,-0.04874353551121385
"Geography: Asia, Japan",-0.025414578719831115,-0.05256516049841872,-0.07302923396366758,-0.026109716442935492,-0.023714322420099875,0.30133704966364205,-0.027827646682132046
"Geography: Asia, North-eastern India",-0.02541457871983112,-0.0525651604984187,-0.07302923396366756,-0.0261097164429355,0.19508997869632314,-0.020651490152574253,-0.027827646682132025
Geography: Africa South,-0.025414578719831115,0.12618046612358996,-0.07302923396366764,-0.02610971644293548,-0.023714322420099868,-0.020651490152574278,-0.027827646682132046
"Geography: Africa North, Algeria",-0.025414578719831105,-0.052565160498418716,0.07365267015111948,-0.02610971644293549,-0.02371432242009986,-0.020651490152574257,-0.027827646682132005
Geography: Central America,-0.04408563476633318,-0.002405730952452732,-0.12668083824167894,0.10475410930029067,-0.04113626940146016,-0.035823298992420406,-0.04827148549496743
Geography: Asia Central,-0.025414578719831122,-0.052565160498418737,-0.07302923396366756,-0.026109716442935478,-0.023714322420099875,0.45644418438541307,-0.02782764668213201
"Geography: Asia, Southwestern China",-0.025414578719831105,-0.0525651604984187,0.0498939399477992,-0.02610971644293549,-0.02371432242009985,-0.02065149015257426,-0.02782764668213204
"Geography: South America, Brazil",-0.03590521867346227,0.03832132741250475,-0.10317427032441276,0.04527301854356579,-0.03350312989930738,-0.029176020505208646,-0.03931435379293345
"Geography: North America, Louisiana",-0.025414578719831108,0.14783312790192973,-0.07302923396366762,-0.026109716442935475,-0.023714322420099857,-0.020651490152574264,-0.027827646682132005
"Geography: Asia Southeast, Bali",-0.02541457871983112,-0.052565160498418737,-0.07302923396366756,-0.02610971644293549,-0.023714322420099847,-0.020651490152574243,0.2360357143330001
"Geography: Asia, India",-0.025414578719831105,-0.052565160498418695,-0.07302923396366755,-0.026109716442935485,-0.02371432242009986,0.2594427279177038,-0.027827646682132008
Geography: Middle East MENA,-0.025414578719831105,-0.05256516049841871,-0.07302923396366756,0.08772100410123454,-0.023714322420099857,-0.020651490152574253,-0.02782764668213202
"Geography: Europe West, Switzerland",-0.025414578719831108,0.165613932224838,-0.0730292339636675,-0.026109716442935468,-0.02371432242009985,-0.020651490152574257,-0.027827646682132008
"Geography: South America, Patagonia",-0.025414578719831122,0.14160814227746796,-0.07302923396366753,-0.026109716442935492,-0.023714322420099864,-0.020651490152574267,-0.027827646682132025
"Geography: South America, Venezuela/Brazil",-0.025414578719831108,-0.052565160498418716,0.057494565715009056,-0.02610971644293549,-0.023714322420099847,-0.020651490152574267,-0.02782764668213202
"Geography: Oceania, New Caledonia",-0.02541457871983111,0.14472480780152075,-0.07302923396366758,-0.026109716442935485,-0.02371432242009985,-0.020651490152574274,-0.02782764668213203
"Geography: Oceania, New Zealand",-0.025414578719831115,-0.05256516049841874,0.06050340878964384,-0.026109716442935492,-0.023714322420099868,-0.020651490152574278,-0.027827646682132036
"Geography: Oceania, eastern Polynesia",-0.025414578719831122,-0.05256516049841873,0.057351758395516005,-0.026109716442935492,-0.02371432242009986,-0.020651490152574274,-0.027827646682132025
"Geography: Oceania, samoa",-0.025414578719831115,-0.052565160498418737,0.05735172988662018,-0.02610971644293549,-0.023714322420099868,-0.020651490152574278,-0.027827646682132015
"Geography: Oceania, Kiribati",-0.025414578719831105,-0.05256516049841874,0.06852231279112049,-0.02610971644293549,-0.023714322420099857,-0.020651490152574278,-0.02782764668213202
"Geography: Asia, South",0.2850020401233731,0.06584165857749366,-0.10384704713733203,-0.037127829596854865,-0.033721596469369904,-0.029366270942914156,-0.03957071408085818
"Geography: Asia, East",-0.02541457871983111,0.15291583841168963,-0.07302923396366755,-0.026109716442935468,-0.023714322420099864,-0.020651490152574274,-0.027827646682132025
Geography: Africa,-0.05806175328283301,0.056033329084070986,-0.16684145787252827,-0.012314565815578736,-0.054177374049918695,-0.04718007484523005,0.21118673525990428
"Geography: North America, Alaska",0.43270110900300024,-0.05256516049841873,-0.07302923396366755,-0.026109716442935485,-0.023714322420099854,-0.020651490152574274,-0.027827646682132022
"Geography: North America, Canada",0.296970999269008,0.06395193188188825,-0.10385740627975962,-0.03713153324067935,-0.03372496032833691,-0.02936920034140597,-0.03957466141180715
Region: Africa,-0.07931200595266599,-0.041517797957109116,-0.10835600219652566,0.30812064479428436,0.013194018930663536,-0.06444769862088343,0.019199950985549014
Region: Europe,-0.10205082710161635,0.0290732944222539,0.24800417803731784,0.5926598803411894,0.22141141583941215,-0.08292490991820364,-0.04752126151735146
Region: Asia,-0.01916722587437473,-0.1457936111656505,-0.049528621315731,-0.11498456655440004,-0.06013354486807308,0.624600944171136,0.03178835757976298
Region: Middle East,-0.057828559606380545,-0.11960723609122129,0.10108009691940352,-0.022622871941073278,-0.053959781222955666,-0.04699058530200408,0.39561237584939807
