,,0
decision_making_mechanisms_include_veto,decision_making_mechanisms_include_plurality_voting,0.735612076393248
decision_making_mechanisms_include_lobbying,"Size: 1,000,001 - 10,000,000",0.728023118692024
"Size: 1,000,001 - 10,000,000","Geography: Africa West, Mid-western Nigeria",0.7280231186920239
enforcement_mechanisms_include_suspension_expulsion_ostracism_proscription,access_mechanisms_include_election,0.7269452023297311
decision_making_mechanisms_include_assembly_elite,"Geography: Asia, China",0.7208802657111169
"Geography: South America, Brazil",Region: South America,0.7191289370300665
decision_making_mechanisms_include_assembly_central,Geography: Africa North ,0.718938143274408
access_mechanisms_include_property_requirement,"Geography: Asia, India (northeast)",0.7164391131722142
decision_making_mechanisms_include_alliance,decision_making_mechanisms_include_leader_first_among_equals,0.714013336855936
access_mechanisms_include_blood_relations,enforcement_mechanisms_include_suspension_expulsion_ostracism_proscription,0.7134035435269315
decision_making_mechanisms_include_temporary_position_of_power_term_limits,access_mechanisms_include_election,0.7037783836017533
decision_making_mechanisms_include_assembly_local,"Geography: Asia, China",0.6937971794678277
enforcement_mechanisms_include_graduated_sanctions,"Geography: North America, Alaska",0.6931239789427698
enforcement_mechanisms_include_self-help,enforcement_mechanisms_include_destruction_of_property,0.6898932242809898
decision_making_mechanisms_include_temporary_position_of_power_term_limits,Region: Africa,0.6893213966509351
decision_making_mechanisms_include_temporary_position_of_power_term_limits,access_mechanisms_include_blood_relations,0.6887653542945203
decision_making_mechanisms_include_council_central_,"Size: 100,001 - 1,000,000",0.6870070739245546
decision_making_mechanisms_include_autocratic_leader_unbound,"Size: 10,000,000+",0.6851345083284575
decision_making_mechanisms_include_assembly_central,decision_making_mechanisms_include_magistrate_official,0.6840485241035089
decision_making_mechanisms_include_leader_first_among_equals,"Geography: Asia, China",0.6813942862354931
access_mechanisms_include_election,Region: Africa,0.678076777914162
access_mechanisms_include_election,"Size: 100,001 - 1,000,000",0.6773765778640213
decision_making_mechanisms_include_council_central_,Geography: Africa North ,0.6763514778745551
decision_making_mechanisms_include_magistrate_official,access_mechanisms_include_blood_relations,0.6751568827407322
enforcement_mechanisms_include_tribunal_court_,Region: Africa,0.6746665955485555
decision_making_mechanisms_include_assembly_local,decision_making_mechanisms_include_assembly_elite,0.6733814408882036
enforcement_mechanisms_include_tribunal_court_,"Size: 100,001 - 1,000,000",0.6733072821928476
enforcement_mechanisms_include_destruction_of_property,"Geography: Asia, India",0.6713048698601455
"Size: 100,001 - 1,000,000",Region: Africa,0.668569225094034
decision_making_mechanisms_include_kingchief-as-figurehead,"Geography: Asia, China",0.6653007856741533
decision_making_mechanisms_include_magistrate_official,Geography: Africa North ,0.6621692829343151
access_mechanisms_include_blood_relations,"Size: 100,001 - 1,000,000",0.6614778659601975
access_mechanisms_include_payment_for_occupying_office,Geography: Africa Central,0.6599385401625073
enforcement_mechanisms_include_capital_punishment,enforcement_mechanisms_include_self-help,0.657861814282183
enforcement_mechanisms_include_reputational_risk,"Geography: South America, Brazil",0.6548360889178603
decision_making_mechanisms_include_president_consul_chief_executive,decision_making_mechanisms_include_lobbying,0.6532157151089043
decision_making_mechanisms_include_president_consul_chief_executive,"Geography: Africa West, Mid-western Nigeria",0.6532157151089043
decision_making_mechanisms_include_assembly_central,access_mechanisms_include_blood_relations,0.6525130651297063
access_mechanisms_include_matriarchy,decision_making_mechanisms_include_dual-sex_political_system,0.6475942556324632
decision_making_mechanisms_include_consent,"Geography: Middle East, Mesopotamia, Babylonia",0.6462908916471831
decision_making_mechanisms_include_mandate,decision_making_mechanisms_include_consent,0.6462908916471831
decision_making_mechanisms_include_assembly_central,decision_making_mechanisms_include_temporary_position_of_power_term_limits,0.642844457856939
access_mechanisms_include_patronage_for_office,"Geography: Africa West, Nigeria",0.634859619882785
decision_making_mechanisms_include_assembly_central,enforcement_mechanisms_include_suspension_expulsion_ostracism_proscription,0.6335157746969388
enforcement_mechanisms_include_appeal,access_mechanisms_include_divine_right,0.6311278206390248
decision_making_mechanisms_include_balance_of_power,decision_making_mechanisms_include_ratification_acclamation_only,0.6293523639467477
decision_making_mechanisms_include_checks_and_balances,decision_making_mechanisms_include_mandate,0.6256581885341611
decision_making_mechanisms_include_checks_and_balances,"Geography: Middle East, Mesopotamia, Babylonia",0.6256581885341611
decision_making_mechanisms_include_public_meetings,"Geography: Asia, China",0.6230271169271439
"Size: 10,000,000+",Region: Asia,0.6207837668072986
enforcement_mechanisms_include_fines,"Geography: Africa West, Mid-western Nigeria",0.6197375773403752
enforcement_mechanisms_include_fines,decision_making_mechanisms_include_lobbying,0.6197375773403752
enforcement_mechanisms_include_graduated_sanctions,"Size: 100 - 1,000",0.6195149842176154
decision_making_mechanisms_include_board_committee,"Geography: Africa North, Algeria",0.6192951122327697
decision_making_mechanisms_include_power_fluidity,"Geography: South America, Brazil",0.6152717072888986
access_mechanisms_include_patronage_for_office,"Geography: Asia, Japan",0.6142988595181523
access_mechanisms_include_lottery_random_selection,access_mechanisms_include_patronage_for_office,0.6142988595181523
Size: Unknown,Geography: Middle East,0.6138880032912638
enforcement_mechanisms_include_reputational_risk,Geography: Africa Central,0.6131736592172097
decision_making_mechanisms_include_magistrate_official,decision_making_mechanisms_include_council_central_,0.6118659240563858
enforcement_mechanisms_include_seizing_of_property,decision_making_mechanisms_include_unanimity,0.6114812550402554
decision_making_mechanisms_include_magistrate_official,enforcement_mechanisms_include_tribunal_court_,0.6098794164952852
enforcement_mechanisms_include_litigation,Geography: Africa North,0.6093384378215057
decision_making_mechanisms_include_petition,enforcement_mechanisms_include_litigation,0.6093384378215057
decision_making_mechanisms_include_bureaucracy,enforcement_mechanisms_include_litigation,0.6093384378215057
enforcement_mechanisms_include_litigation,enforcement_mechanisms_include_forced_labour,0.6093384378215057
enforcement_mechanisms_include_negotiation,"Geography: Asia, East",0.6067726951394568
decision_making_mechanisms_include_petition,enforcement_mechanisms_include_paying_damages_compensation,0.599996628127234
enforcement_mechanisms_include_paying_damages_compensation,enforcement_mechanisms_include_forced_labour,0.599996628127234
enforcement_mechanisms_include_paying_damages_compensation,Geography: Africa North,0.599996628127234
decision_making_mechanisms_include_bureaucracy,enforcement_mechanisms_include_paying_damages_compensation,0.599996628127234
enforcement_mechanisms_include_capital_punishment,enforcement_mechanisms_include_destruction_of_property,0.5999077118006211
access_mechanisms_include_blood_relations,Region: Africa,0.5947811797153595
decision_making_mechanisms_include_assembly_central,enforcement_mechanisms_include_tribunal_court_,0.5925723930560295
decision_making_mechanisms_include_magistrate_official,access_mechanisms_include_election,0.5918816354281986
decision_making_mechanisms_include_temporary_position_of_power_term_limits,decision_making_mechanisms_include_magistrate_official,0.5916700585850274
decision_making_mechanisms_include_word_of_mouth,enforcement_mechanisms_include_police,0.5911045787164635
decision_making_mechanisms_include_petition,enforcement_mechanisms_include_appeal,0.5901826486049891
enforcement_mechanisms_include_appeal,enforcement_mechanisms_include_forced_labour,0.5901826486049891
enforcement_mechanisms_include_appeal,Geography: Africa North,0.5901826486049891
decision_making_mechanisms_include_bureaucracy,enforcement_mechanisms_include_appeal,0.5901826486049891
enforcement_mechanisms_include_tribunal_court_,access_mechanisms_include_election,0.5894972253203925
decision_making_mechanisms_include_temporary_position_of_power_term_limits,decision_making_mechanisms_include_council_central_,0.5885697570314774
enforcement_mechanisms_include_capital_punishment,enforcement_mechanisms_include_corporal_punishment_violence_against_perpetrator,0.5885605098347177
access_mechanisms_include_blood_relations,access_mechanisms_include_election,0.5873067209445698
decision_making_mechanisms_include_dual-sex_political_system,"Geography: Africa West, Mid-western Nigeria",0.5852123774708174
decision_making_mechanisms_include_lobbying,decision_making_mechanisms_include_dual-sex_political_system,0.5852123774708174
decision_making_mechanisms_include_magistrate_official,"Size: 100,001 - 1,000,000",0.5849932753303643
decision_making_mechanisms_include_vote_by_proxy,Geography: Asia Southeast ,0.5839500779354677
"Geography: Central America, Mexico",Region: Central America,0.5829193542046621
decision_making_mechanisms_include_council_central_,Region: Africa,0.5800492331452031
decision_making_mechanisms_include_majority_voting,Geography: Asia Southeast,0.5800020535951126
decision_making_mechanisms_include_vote_by_show_of_hands,"Geography: Central America, Mexico",0.5797269122604937
decision_making_mechanisms_include_secret_ballot,"Geography: Central America, Mexico",0.5797269122604937
decision_making_mechanisms_include_assembly_central,Region: Africa,0.5748914571281013
decision_making_mechanisms_include_alliance,"Size: 10,000,000+",0.574732981997698
enforcement_mechanisms_include_negotiation,"Geography: South America, Patagonia",0.571939862737175
enforcement_mechanisms_include_destruction_of_property,enforcement_mechanisms_include_paying_damages_compensation,0.5719278289256369
decision_making_mechanisms_include_word_of_mouth,"Size: 1,000,001 - 10,000,000",0.5704179726482483
decision_making_mechanisms_include_unanimity,Geography: North America,0.5677992584838266
decision_making_mechanisms_include_president_consul_chief_executive,decision_making_mechanisms_include_plurality_voting,0.5674148099974292
decision_making_mechanisms_include_council_central_,enforcement_mechanisms_include_suspension_expulsion_ostracism_proscription,0.5663377675180862
decision_making_mechanisms_include_alliance,decision_making_mechanisms_include_autocratic_leader_unbound,0.5663255678906611
decision_making_mechanisms_include_leader_first_among_equals,"Size: 10,000,000+",0.5662490925237892
decision_making_mechanisms_include_magistrate_official,enforcement_mechanisms_include_suspension_expulsion_ostracism_proscription,0.5651479365711825
decision_making_mechanisms_include_assembly_central,"Size: 100,001 - 1,000,000",0.5616876763726584
decision_making_mechanisms_include_constitution,decision_making_mechanisms_include_agenda_setting,0.5611160821844162
enforcement_mechanisms_include_judicial_review,decision_making_mechanisms_include_constitution,0.5611160821844162
decision_making_mechanisms_include_mandate,Region: Middle East,0.558873309381977
"Geography: Middle East, Mesopotamia, Babylonia",Region: Middle East,0.558873309381977
enforcement_mechanisms_include_graduated_sanctions,enforcement_mechanisms_include_paying_damages_compensation,0.5553663610271541
decision_making_mechanisms_include_veto,enforcement_mechanisms_include_seizing_of_property,0.5541952484879814
enforcement_mechanisms_include_tribunal_court_,access_mechanisms_include_blood_relations,0.552488049524803
decision_making_mechanisms_include_president_consul_chief_executive,access_mechanisms_include_matriarchy,0.5519465300021366
access_mechanisms_include_dreaming,decision_making_mechanisms_include_vote_by_proxy,0.551579491444818
decision_making_mechanisms_include_public_meetings,decision_making_mechanisms_include_assembly_local,0.5464157057707423
decision_making_mechanisms_include_assembly_central,access_mechanisms_include_election,0.5453127413484128
decision_making_mechanisms_include_delegation,"Geography: Asia, Japan",0.5435067518896738
decision_making_mechanisms_include_delegation,access_mechanisms_include_lottery_random_selection,0.5435067518896738
decision_making_mechanisms_include_magistrate_official,Region: Africa,0.5429593865896858
decision_making_mechanisms_include_council_central_,enforcement_mechanisms_include_tribunal_court_,0.5406876606916255
decision_making_mechanisms_include_veto,decision_making_mechanisms_include_confederacy,0.5372057728269034
decision_making_mechanisms_include_council_local,decision_making_mechanisms_include_representation,0.5355626156841433
access_mechanisms_include_matriarchy,"Size: 1,000,001 - 10,000,000",0.5325286525048779
decision_making_mechanisms_include_kingchief-as-figurehead,decision_making_mechanisms_include_assembly_local,0.5319042607665835
decision_making_mechanisms_include_autocratic_leader_unbound,decision_making_mechanisms_include_assembly_elite,0.5305223350828582
enforcement_mechanisms_include_appeal,enforcement_mechanisms_include_jury_judge,0.5271641656678997
"Size: 1,000,001 - 10,000,000","Geography: Asia, North-eastern India",0.5263239625801919
enforcement_mechanisms_include_negotiation,Geography: Africa South,0.5244156233655183
decision_making_mechanisms_include_alliance,decision_making_mechanisms_include_assembly_elite,0.5239557618723496
enforcement_mechanisms_include_self-help,"Geography: North America, Louisiana",0.5221613858440527
enforcement_mechanisms_include_self-help,enforcement_mechanisms_include_civil_disobedience,0.5221613858440527
access_mechanisms_include_payment_for_occupying_office,"Geography: Africa North, Algeria",0.518863097980657
access_mechanisms_include_payment_for_occupying_office,"Geography: Africa West, Nigeria",0.5157615493591733
enforcement_mechanisms_include_destruction_of_property,enforcement_mechanisms_include_graduated_sanctions,0.5120778166141741
decision_making_mechanisms_include_council_central_,access_mechanisms_include_blood_relations,0.5117276477339244
decision_making_mechanisms_include_president_consul_chief_executive,decision_making_mechanisms_include_word_of_mouth,0.5099262030404285
enforcement_mechanisms_include_civil_disobedience,access_mechanisms_include_divine_right,0.5094524678206518
access_mechanisms_include_divine_right,"Geography: North America, Louisiana",0.5094524678206518
decision_making_mechanisms_include_voting,"Geography: South America, Venezuela/Brazil",0.5094287585199763
decision_making_mechanisms_include_council_central_,access_mechanisms_include_election,0.5092308714195294
decision_making_mechanisms_include_assembly_local,"Size: 10,000,000+",0.5082749547358143
enforcement_mechanisms_include_mediation,"Geography: Asia, South",0.5071388266009014
decision_making_mechanisms_include_assembly_central,decision_making_mechanisms_include_council_central_,0.5060875180013438
"Geography: Asia, China",Region: Asia,0.505557893424688
decision_making_mechanisms_include_public_meetings,"Size: 10,000,000+",0.5054568698386895
decision_making_mechanisms_include_consultation,"Geography: Asia, China",0.5043715551921052
decision_making_mechanisms_include_kingchief-as-figurehead,decision_making_mechanisms_include_assembly_elite,0.5020504560986633
decision_making_mechanisms_include_dual-sex_political_system,decision_making_mechanisms_include_agenda_setting,0.5008935454238086
enforcement_mechanisms_include_judicial_review,decision_making_mechanisms_include_dual-sex_political_system,0.5008935454238086
decision_making_mechanisms_include_delegation,"Geography: Asia, North-eastern India",0.4991301490770682
decision_making_mechanisms_include_delegation,access_mechanisms_include_patronage_for_office,0.49837480471323214
decision_making_mechanisms_include_autocratic_leader_unbound,decision_making_mechanisms_include_assembly_local,0.49823565697575956
access_mechanisms_include_child_participation,"Geography: Oceania, New Zealand",0.49800596094072985
decision_making_mechanisms_include_balance_of_power,decision_making_mechanisms_include_vote_by_proxy,0.496656806585362
access_mechanisms_include_popularity_,Region: North America,0.49570675890338084
decision_making_mechanisms_include_alliance,decision_making_mechanisms_include_assembly_local,0.4916148395610821
decision_making_mechanisms_include_assembly_elite,Region: Asia,0.4900152155214824
decision_making_mechanisms_include_assembly_central,Time span: Duration,0.4857558382457448
decision_making_mechanisms_include_lobbying,access_mechanisms_include_matriarchy,0.4856976658064149
access_mechanisms_include_matriarchy,"Geography: Africa West, Mid-western Nigeria",0.4856976658064149
access_mechanisms_include_child_participation,"Geography: North America, Alaska",0.4855309279119116
decision_making_mechanisms_include_leader_first_among_equals,decision_making_mechanisms_include_autocratic_leader_unbound,0.4851694144307727
enforcement_mechanisms_include_arbitration,enforcement_mechanisms_include_jury_judge,0.4838294901184302
access_mechanisms_include_popularity_,Geography: North America,0.483265911876354
decision_making_mechanisms_include_gathering,Geography: Middle East,0.48299849183546395
access_mechanisms_include_heredity,decision_making_mechanisms_include_autocratic_leader_unbound,0.4817451595258669
enforcement_mechanisms_include_fines,decision_making_mechanisms_include_word_of_mouth,0.4804863730305178
decision_making_mechanisms_include_kingchief-as-figurehead,"Size: 10,000,000+",0.4795478726481801
access_mechanisms_include_life_appointment,"Geography: North America, Canada",0.47947198313823913
"Geography: South America, Patagonia",Region: South America,0.47795300681169595
access_mechanisms_include_open_political_unit,"Geography: Africa North, Algeria",0.4768512112459666
decision_making_mechanisms_include_lobbying,enforcement_mechanisms_include_police,0.4737415668140139
enforcement_mechanisms_include_police,"Geography: Africa West, Mid-western Nigeria",0.47374156681401386
enforcement_mechanisms_include_self-help,enforcement_mechanisms_include_corporal_punishment_violence_against_perpetrator,0.4728487065307617
decision_making_mechanisms_include_constitution,"Geography: Asia Southeast, Bali",0.47155558937746744
decision_making_mechanisms_include_constitution,decision_making_mechanisms_include_majority_voting,0.47155555279019895
decision_making_mechanisms_include_president_consul_chief_executive,"Geography: North America, Alaska",0.4714114841942665
decision_making_mechanisms_include_constitution,decision_making_mechanisms_include_dual-sex_political_system,0.4708084432014343
decision_making_mechanisms_include_unanimity,Region: North America,0.4708023139179137
decision_making_mechanisms_include_kingchief-as-figurehead,decision_making_mechanisms_include_autocratic_leader_unbound,0.46846404338821923
decision_making_mechanisms_include_plurality_voting,decision_making_mechanisms_include_unanimity,0.4681704424898158
decision_making_mechanisms_include_gathering,Size: Unknown,0.4669774335601759
"Geography: South America, Venezuela/Brazil",Region: South America,0.4664979131670205
enforcement_mechanisms_include_exit,Geography: Asia Southeast ,0.4662947731193264
enforcement_mechanisms_include_self-help,"Geography: Asia, India",0.46244736418563903
enforcement_mechanisms_include_self-help,Geography: Africa South,0.46244726837672073
decision_making_mechanisms_include_alliance,decision_making_mechanisms_include_kingchief-as-figurehead,0.461888451972329
decision_making_mechanisms_include_leader_first_among_equals,decision_making_mechanisms_include_public_meetings,0.4611794336376609
decision_making_mechanisms_include_president_consul_chief_executive,"Size: 1,000,001 - 10,000,000",0.459767461845007
"Geography: Oceania, Kiribati",Region: Oceania,0.45868065588325047
enforcement_mechanisms_include_reputational_risk,Region: South America,0.4548382229896342
enforcement_mechanisms_include_capital_punishment,"Geography: North America, Louisiana",0.4546275187953829
enforcement_mechanisms_include_capital_punishment,enforcement_mechanisms_include_civil_disobedience,0.4546275187953829
enforcement_mechanisms_include_corporal_punishment_violence_against_perpetrator,enforcement_mechanisms_include_graduated_sanctions,0.45457593864614126
"Size: 10,000,000+",Geography: Asia Central,0.45325794403707964
decision_making_mechanisms_include_dual-sex_political_system,decision_making_mechanisms_include_word_of_mouth,0.45262495195891506
access_mechanisms_include_matriarchy,access_mechanisms_include_matrilineality,0.45233951422628654
"Geography: Asia, India (northeast)",Time span: Duration,0.44990366661578696
access_mechanisms_include_matrilineality,Geography: Africa Central,0.4461640924045932
enforcement_mechanisms_include_fines,"Geography: Asia Southeast, Bali",0.44579053973839755
decision_making_mechanisms_include_leader_first_among_equals,decision_making_mechanisms_include_assembly_elite,0.4455840382877217
decision_making_mechanisms_include_kingchief-as-figurehead,decision_making_mechanisms_include_consensus,0.44544250414892556
decision_making_mechanisms_include_constitution,"Geography: Asia, India",0.44284217186446956
Size: Unknown,Region: Middle East,0.44266531116492125
decision_making_mechanisms_include_consensus,"Geography: Asia, China",0.4424581169068401
enforcement_mechanisms_include_criticism_mocking_joking,"Geography: Asia Southeast, Bali",0.4419884484127242
decision_making_mechanisms_include_power_fluidity,Region: South America,0.4405508459262936
enforcement_mechanisms_include_jury_judge,"Geography: Oceania, Kiribati",0.43973225695869866
access_mechanisms_include_age_boundaries,"Geography: South America, Venezuela/Brazil",0.4394436618924147
enforcement_mechanisms_include_jury_judge,"Geography: Asia, East",0.4389142055270477
access_mechanisms_include_property_requirement,"Geography: Oceania, eastern Polynesia",0.43837044618628324
"Geography: Oceania, New Caledonia",Region: Oceania,0.4382138231665303
enforcement_mechanisms_include_police,"Size: 1,000,001 - 10,000,000",0.4378694124323694
decision_making_mechanisms_include_bureaucracy,access_mechanisms_include_patronage_for_office,0.43679050764904775
decision_making_mechanisms_include_petition,access_mechanisms_include_patronage_for_office,0.43679050764904775
access_mechanisms_include_patronage_for_office,enforcement_mechanisms_include_forced_labour,0.43679050764904775
access_mechanisms_include_patronage_for_office,Geography: Africa North,0.43679050764904775
decision_making_mechanisms_include_dual-sex_political_system,access_mechanisms_include_female_participation,0.43399370024120737
access_mechanisms_include_heredity,"Geography: Asia, China",0.43367025584167096
enforcement_mechanisms_include_exit,"Geography: Africa South, Botswana",0.43287854477962456
decision_making_mechanisms_include_autocratic_leader_chief_bound,Geography: Middle East,0.43258481873995946
decision_making_mechanisms_include_assembly_central,decision_making_mechanisms_include_assembly_elite,0.43256858252151004
enforcement_mechanisms_include_fines,"Size: 1,000,001 - 10,000,000",0.4309119352206192
"Geography: Oceania, New Zealand",Region: Oceania,0.4307476234753267
decision_making_mechanisms_include_board_committee,"Geography: Asia, India (northeast)",0.4299822876797348
enforcement_mechanisms_include_exit,Geography: Africa South,0.4299386694371407
"Size: 100 - 1,000","Geography: North America, Alaska",0.4291440394706438
decision_making_mechanisms_include_checks_and_balances,decision_making_mechanisms_include_consent,0.4290801293038251
decision_making_mechanisms_include_public_meetings,decision_making_mechanisms_include_autocratic_leader_unbound,0.4275860095015461
access_mechanisms_include_heredity,decision_making_mechanisms_include_alliance,0.42682254423849997
decision_making_mechanisms_include_president_consul_chief_executive,enforcement_mechanisms_include_seizing_of_property,0.42123590993750976
decision_making_mechanisms_include_alliance,decision_making_mechanisms_include_public_meetings,0.42115758341715
access_mechanisms_include_blood_relations,decision_making_mechanisms_include_autocratic_leader_unbound,0.42052423676656997
decision_making_mechanisms_include_dual-sex_political_system,decision_making_mechanisms_include_majority_voting,0.42047244405403533
access_mechanisms_include_open_political_unit,"Geography: North America, Alaska",0.4200396833537566
"Geography: Oceania, eastern Polynesia",Region: Oceania,0.41976917148470466
"Geography: Oceania, samoa",Region: Oceania,0.41976907217688003
access_mechanisms_include_matriarchy,decision_making_mechanisms_include_plurality_voting,0.41958975762583417
decision_making_mechanisms_include_assembly_local,decision_making_mechanisms_include_consensus,0.41902005533627423
decision_making_mechanisms_include_vote_by_proxy,decision_making_mechanisms_include_remunerated_position,0.41884732987762596
enforcement_mechanisms_include_fines,"Geography: Asia, India",0.41856625441088835
decision_making_mechanisms_include_assembly_elite,Geography: Asia Central,0.4169930789653203
enforcement_mechanisms_include_judicial_review,access_mechanisms_include_popularity_,0.41521954715467296
decision_making_mechanisms_include_agenda_setting,access_mechanisms_include_popularity_,0.41521954715467296
enforcement_mechanisms_include_criticism_mocking_joking,"Geography: Asia, India",0.4147390160642708
enforcement_mechanisms_include_criticism_mocking_joking,Geography: Africa South,0.41473892877079543
access_mechanisms_include_age_boundaries,"Geography: Africa South, Botswana",0.4147146297718068
access_mechanisms_include_matriarchy,decision_making_mechanisms_include_agenda_setting,0.414002319294551
enforcement_mechanisms_include_judicial_review,access_mechanisms_include_matriarchy,0.414002319294551
decision_making_mechanisms_include_delegation,"Size: 1,000,001 - 10,000,000",0.41263093062706924
decision_making_mechanisms_include_consultation,Geography: Middle East,0.4125511810104915
access_mechanisms_include_induction_rite_ceremony,"Geography: Oceania, New Caledonia",0.41151050869162015
access_mechanisms_include_heredity,decision_making_mechanisms_include_kingchief-as-figurehead,0.41068735044271293
decision_making_mechanisms_include_leader_first_among_equals,decision_making_mechanisms_include_assembly_local,0.40782732814360523
decision_making_mechanisms_include_kingchief-as-figurehead,Region: Asia,0.4074968078550142
decision_making_mechanisms_include_petition,"Size: 1,000,001 - 10,000,000",0.4067446050426679
decision_making_mechanisms_include_bureaucracy,"Size: 1,000,001 - 10,000,000",0.4067446050426679
enforcement_mechanisms_include_forced_labour,"Size: 1,000,001 - 10,000,000",0.4067446050426679
"Size: 1,000,001 - 10,000,000",Geography: Africa North,0.4067446050426679
decision_making_mechanisms_include_president_consul_chief_executive,decision_making_mechanisms_include_veto,0.4054989448168761
decision_making_mechanisms_include_dual-sex_political_system,"Size: 1,000,001 - 10,000,000",0.4051549514744034
"Geography: Asia, India (northeast)",Region: Asia,0.4046113416492304
decision_making_mechanisms_include_mandate,"Size: 10,001 - 100,000",0.40450435978510185
"Size: 10,001 - 100,000","Geography: Middle East, Mesopotamia, Babylonia",0.40450435978510185
decision_making_mechanisms_include_consultation,decision_making_mechanisms_include_kingchief-as-figurehead,0.40428772109414096
enforcement_mechanisms_include_corporal_punishment_violence_against_perpetrator,enforcement_mechanisms_include_paying_damages_compensation,0.40323934345751544
enforcement_mechanisms_include_capital_punishment,"Geography: Asia, India",0.4017901407875408
access_mechanisms_include_child_participation,"Size: 100 - 1,000",0.40100262262216485
decision_making_mechanisms_include_power_fluidity,enforcement_mechanisms_include_reputational_risk,0.4008676846209061
enforcement_mechanisms_include_seizing_of_property,Geography: North America,0.3987471372815509
enforcement_mechanisms_include_reputational_risk,Geography: Africa South,0.39813233216550087
access_mechanisms_include_open_political_unit,"Geography: Africa South, Botswana",0.3967846362127656
decision_making_mechanisms_include_confederacy,decision_making_mechanisms_include_plurality_voting,0.3965357062096883
decision_making_mechanisms_include_frequent_and_or_regular_meetings,enforcement_mechanisms_include_paying_damages_compensation,0.39310699713383945
decision_making_mechanisms_include_president_consul_chief_executive,access_mechanisms_include_female_participation,0.39249763262560167
enforcement_mechanisms_include_negotiation,enforcement_mechanisms_include_mediation,0.39248734996774987
decision_making_mechanisms_include_agenda_setting,decision_making_mechanisms_include_confederacy,0.39118556244773517
enforcement_mechanisms_include_judicial_review,decision_making_mechanisms_include_confederacy,0.39118556244773517
decision_making_mechanisms_include_consent,Region: Middle East,0.39096310678409274
enforcement_mechanisms_include_arbitration,"Geography: Oceania, Kiribati",0.39064397380137333
enforcement_mechanisms_include_arbitration,enforcement_mechanisms_include_mediation,0.3904286782092073
enforcement_mechanisms_include_arbitration,"Geography: Asia, East",0.38990373836635855
decision_making_mechanisms_include_public_meetings,decision_making_mechanisms_include_assembly_elite,0.3898615917762208
